plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
0,84,40,25,0,14,33,1189.2626348972594,1197.5340620747602,-8.271427177500755,8.271427177500755,30.0,deterministic
25,43,36,24,0,33,33,1881.4400511508952,1883.5394499615873,-2.099398810692037,2.099398810692037,30.0,deterministic
25,43,35,25,0,32,32,1867.2979155271642,1869.3973143378562,-2.099398810692037,2.099398810692037,30.0,deterministic
0,63,22,26,0,32,16,1381.6890417684526,1409.3825043335555,-27.69346256510289,27.69346256510289,30.0,deterministic
23,59,18,26,0,40,16,1625.4299837710691,1651.4806104774489,-26.050626706379717,26.050626706379717,30.0,deterministic
23,59,17,26,0,41,15,1635.4299837710691,1641.4806104774489,-6.050626706379717,6.050626706379717,30.0,deterministic
23,59,16,26,0,42,14,1645.4299837710691,1631.4806104774489,13.949373293620283,13.949373293620283,30.0,deterministic
23,62,14,26,1,44,30,1665.8702902799796,1676.7385727400192,-10.868282460039609,10.868282460039609,30.0,deterministic
49,83,19,18,0,13,18,1585.612189230409,1598.9831914145716,-13.371002184162535,13.371002184162535,30.0,deterministic
49,83,18,19,0,14,17,1599.7543248541401,1584.8410557908405,14.913269063299595,14.913269063299595,30.0,deterministic
1,27,16,21,0,11,6,859.3614545679279,872.041343601827,-12.67988903389903,12.67988903389903,30.0,deterministic
1,27,15,22,0,12,5,873.5035901916589,857.899207978096,15.604382213562872,15.604382213562872,30.0,deterministic
17,34,11,26,0,10,11,1533.2050694383356,1552.440392066485,-19.235322628149333,19.235322628149333,30.0,deterministic
34,59,9,28,0,9,7,1524.1561208190228,1553.1963392299867,-29.040218410963917,29.040218410963917,30.0,deterministic
34,59,8,29,0,8,6,1510.0139851952918,1539.0542036062557,-29.040218410963917,29.040218410963917,30.0,deterministic
34,59,7,30,0,7,5,1495.8718495715607,1524.9120679825246,-29.040218410963917,29.040218410963917,30.0,deterministic
1,16,1,42,0,32,37,1131.4934889238925,1156.2531981079944,-24.759709184101894,24.759709184101894,30.0,deterministic
1,16,1,43,0,33,38,1141.4934889238925,1166.2531981079944,-24.759709184101894,24.759709184101894,30.0,deterministic
1,16,1,44,0,34,39,1151.4934889238925,1176.2531981079944,-24.759709184101894,24.759709184101894,30.0,deterministic
1,16,1,45,0,35,40,1161.4934889238925,1186.2531981079944,-24.759709184101894,24.759709184101894,30.0,deterministic
1,16,2,47,0,37,42,1185.6356245476236,1210.3953337317253,-24.759709184101666,24.759709184101666,30.0,deterministic
1,16,2,48,0,38,43,1195.6356245476236,1220.3953337317253,-24.759709184101666,24.759709184101666,30.0,deterministic
1,16,2,49,0,39,44,1205.6356245476236,1230.3953337317253,-24.759709184101666,24.759709184101666,30.0,deterministic
1,16,1,50,0,40,45,1219.7777601713547,1244.5374693554563,-24.759709184101666,24.759709184101666,30.0,deterministic
