flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,2,0.0,2,False
1,2,0.0,13,False
2,2,1.0,2,False
3,1,0.0,2,False
4,3,4.0,3,False
5,1,0.0,1,False
6,0,0.0,0,False
7,1,0.0,1,False
8,1,0.0,2,False
9,2,10.0,2,False
10,0,0.0,0,False
11,2,1.0,2,False
12,2,3.0,2,False
13,2,4.0,2,False
14,2,0.0,2,False
15,1,0.0,1,False
16,1,0.0,11,False
17,6,75.0,8,True
18,2,9.0,2,False
19,2,4.0,2,False
20,0,0.0,0,False
21,1,0.0,1,False
22,1,0.0,1,False
23,3,20.0,6,False
24,3,4.0,6,False
25,3,32.0,22,True
26,2,8.0,3,False
27,1,0.0,2,False
28,4,42.0,4,True
29,4,24.0,40,False
30,1,0.0,1,False
31,5,36.0,14,True
32,0,0.0,0,False
33,2,8.0,3,False
34,3,26.0,9,True
35,1,0.0,1,False
36,3,24.0,3,False
37,0,0.0,0,False
38,0,0.0,0,False
39,3,16.0,3,False
40,2,4.0,2,False
41,0,0.0,0,False
42,2,3.0,2,False
43,4,60.0,23,True
44,0,0.0,0,False
45,2,2.0,2,False
46,2,8.0,35,False
47,3,20.0,3,False
48,2,6.0,2,False
49,5,48.0,7,True
50,1,0.0,1,False
51,0,0.0,0,False
52,2,0.0,3,False
53,2,4.0,3,False
54,0,0.0,0,False
55,1,0.0,1,False
56,1,0.0,1,False
57,1,0.0,1,False
58,0,0.0,0,False
59,5,44.0,13,True
60,2,11.0,2,False
61,1,0.0,1,False
62,3,28.0,3,True
63,1,0.0,1,False
64,1,0.0,5,False
65,1,0.0,2,False
66,0,0.0,0,False
67,2,8.0,18,False
68,0,0.0,0,False
69,1,0.0,1,False
70,1,0.0,2,False
71,1,0.0,1,False
72,4,24.0,7,False
73,2,2.0,2,False
74,2,5.0,2,False
75,1,0.0,1,False
76,3,16.0,3,False
77,0,0.0,0,False
78,1,0.0,1,False
79,0,0.0,0,False
80,3,20.0,3,False
81,3,6.0,9,False
82,2,0.0,2,False
83,1,0.0,2,False
84,1,0.0,1,False
85,0,0.0,0,False
86,1,0.0,1,False
87,3,0.0,3,False
88,1,0.0,1,False
89,2,2.0,2,False
90,4,51.0,20,True
91,1,0.0,2,False
92,3,22.0,3,False
93,3,16.0,4,False
94,3,2.0,3,False
95,3,20.0,13,False
96,2,3.0,2,False
97,1,0.0,1,False
98,2,12.0,2,False
99,0,0.0,0,False
