run_id,plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,75,39,48,1,39,13,1775.632586160657,1797.5174120466356,-21.88482588597867,21.88482588597867,45.94711393623356,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,43,46,41,1,44,18,627.1097966091518,618.6708007893669,8.43899581978485,8.43899581978485,49.59222800993294,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,17,21,39,0,30,19,1754.9422320461422,1772.6224373775472,-17.680205331404977,17.680205331404977,45.71572938655653,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,82,29,31,0,21,30,975.58235193106,1012.7666648112336,-37.18431288017371,37.18431288017371,46.51364401554415,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,62,43,27,0,40,20,1442.8197917182,1456.2618076300496,-13.442015911849468,13.442015911849468,49.00827089937364,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,31,40,30,0,21,35,911.039085684244,921.034850034722,-9.995764350478112,9.995764350478112,48.74098708487263,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,62,40,30,0,2,23,1483.5426082383906,1498.6882145012428,-15.145606262852198,15.145606262852198,40.68707835799668,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,82,39,30,0,34,20,911.034850034722,908.6245291875028,2.4103208472193955,2.4103208472193955,47.61833499022124,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,82,38,30,0,33,21,901.034850034722,918.6245291875028,-17.589679152780604,17.589679152780604,47.61833499022124,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,61,25,42,0,17,23,309.098972930982,324.226849835704,-15.12787690472203,15.12787690472203,44.357683632550085,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,89,24,41,0,16,17,294.956837307251,302.3374107562769,-7.38057344902586,7.38057344902586,42.49860264487647,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,61,24,41,0,16,22,294.956837307251,310.08471421197305,-15.12787690472203,15.12787690472203,43.80332210281021,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,89,24,41,0,22,17,310.08471421197305,302.3374107562769,7.747303455696169,7.747303455696169,44.32405596692794,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,61,23,40,0,15,21,280.81470168352007,295.9425785882421,-15.12787690472203,15.12787690472203,43.24896057307035,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,89,23,40,0,15,18,280.81470168352007,316.47954638000783,-35.66484469648776,35.66484469648776,42.49860264487647,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,89,23,40,0,21,18,295.9425785882421,316.47954638000783,-20.536967791765733,20.536967791765733,44.32405596692794,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,61,22,39,0,14,20,266.6725660597891,281.80044296451115,-15.12787690472203,15.12787690472203,42.69459904333047,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,21,22,39,0,32,21,1452.652912612917,1413.0303744654325,39.62253814748419,39.62253814748419,48.04221794227527,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,89,18,43,0,16,23,372.4309185962866,387.1902244986626,-14.759305902376012,14.759305902376012,44.32405596692794,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,87,44,55,0,44,39,1224.6822261468874,1273.662702777423,-48.98047663053558,48.98047663053558,53.23092015421582,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,11,31,38,0,20,20,1693.9222828790366,1650.8000964224111,43.12218645662551,43.12218645662551,43.87057743405456,uncertain
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,29,25,29,0,29,26,1817.0593678688847,1846.5811844082937,-29.52181653940852,29.52181653940852,48.59657947201516,uncertain
