run_id,seed,conflict_points_uncertain,conflict_points_deterministic,conflict_pairs,network_edges,mean_conflict_points_per_edge,median_conflict_points_per_edge,max_conflict_points_per_edge,active_conflict_flights,isolated_flights,mean_degree,max_degree,degree_std,degree_gini,largest_connected_component_size,largest_connected_component_ratio,top10_ci_point_coverage,top10_ci_pair_coverage,top10_degree_point_coverage,top1_conflict_point_share,top5_conflict_point_share,top10_conflict_point_share,continuous_conflict_segments,continuous_conflict_points,continuous_conflict_point_ratio,raw_conflict_events,unique_spatial_conflict_points,same_pair_same_cell_multiple_index_count,same_pair_same_cell_multiple_index_groups,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,route_visited_3d_cells
20260912_203922_596_network_reference28_gravity_kilometer_env2025_traffic2025_856707b5,2025,352,246,159,159,2.2138364779874213,1.0,18,98,2,3.18,8,1.7284675293449976,0.3026415094339623,98,0.98,0.3380681818181818,0.3522012578616352,0.35795454545454547,0.06818181818181818,0.2556818181818182,0.4318181818181818,75,249,0.7073863636363636,352,352,0,0,0.6705308677677099,5.0,18,2051
