run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,71,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,45,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,22,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,93,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,70,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,80,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,49,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,63,1
