run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[82, 38, 40, 95, 0, 50, 35, 41, 5, 45]",0.36363636363636365,0.38961038961038963,47,0.1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[82, 95, 38, 40, 50, 79, 54, 35, 56, 0]",0.35353535353535354,0.37662337662337664,48,0.1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[50, 54, 76, 82, 13, 95, 32, 35, 49, 22]",0.43434343434343436,0.42857142857142855,44,0.1
