run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,9,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,7,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,32,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,14,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,55,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,87,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,72,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,28,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,82,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,46,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,81,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,71,17
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,50,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,42,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,70,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,49,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,69,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,93,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,96,98,1
