flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,3,6.0,5,False
1,2,4.0,3,False
2,0,0.0,0,False
3,1,0.0,1,False
4,2,4.0,4,False
5,3,12.0,16,False
6,1,0.0,1,False
7,2,4.0,2,False
8,2,3.0,3,False
9,2,7.0,2,False
10,1,0.0,2,False
11,1,0.0,1,False
12,3,8.0,4,False
13,0,0.0,0,False
14,2,5.0,2,False
15,0,0.0,0,False
16,2,7.0,2,False
17,1,0.0,12,False
18,2,9.0,7,False
19,2,2.0,9,False
20,2,5.0,2,False
21,2,4.0,2,False
22,0,0.0,0,False
23,1,0.0,1,False
24,4,18.0,37,True
25,0,0.0,0,False
26,2,4.0,2,False
27,0,0.0,0,False
28,0,0.0,0,False
29,3,8.0,3,False
30,2,2.0,2,False
31,0,0.0,0,False
32,1,0.0,8,False
33,2,2.0,2,False
34,0,0.0,0,False
35,1,0.0,16,False
36,0,0.0,0,False
37,2,2.0,3,False
38,2,2.0,2,False
39,0,0.0,0,False
40,1,0.0,1,False
41,2,3.0,2,False
42,2,4.0,3,False
43,3,24.0,16,True
44,5,24.0,10,True
45,4,6.0,27,False
46,2,2.0,25,False
47,0,0.0,0,False
48,2,2.0,2,False
49,3,4.0,5,False
50,3,8.0,3,False
51,1,0.0,1,False
52,2,3.0,17,False
53,3,14.0,5,True
54,2,7.0,5,False
55,2,7.0,2,False
56,2,6.0,3,False
57,1,0.0,1,False
58,2,1.0,2,False
59,2,5.0,3,False
60,2,1.0,2,False
61,2,3.0,3,False
62,0,0.0,0,False
63,2,6.0,2,False
64,0,0.0,0,False
65,3,10.0,3,False
66,1,0.0,1,False
67,0,0.0,0,False
68,0,0.0,0,False
69,3,10.0,11,False
70,4,21.0,16,True
71,0,0.0,0,False
72,3,14.0,3,True
73,1,0.0,1,False
74,2,2.0,2,False
75,1,0.0,1,False
76,0,0.0,0,False
77,3,10.0,22,False
78,0,0.0,0,False
79,3,10.0,3,False
80,0,0.0,0,False
81,2,3.0,21,False
82,4,27.0,5,True
83,1,0.0,2,False
84,1,0.0,1,False
85,3,14.0,3,True
86,1,0.0,1,False
87,2,4.0,2,False
88,3,12.0,30,False
89,4,21.0,4,True
90,2,2.0,2,False
91,2,6.0,2,False
92,0,0.0,0,False
93,2,2.0,4,False
94,1,0.0,1,False
95,3,14.0,3,True
96,1,0.0,2,False
97,0,0.0,0,False
98,2,1.0,2,False
99,2,7.0,2,False
