generation,fitness
1,2472290.227970277
2,1729670.3269358284
3,1729670.3268221756
4,1612279.3071021806
5,1371755.2433420003
6,1371755.2413588169
7,1371755.2375080036
8,1371755.2307022428
9,1371755.2194960397
10,1371755.2020345575
11,1371755.176002447
12,1371755.1385726808
13,1371755.0863553828
14,1371755.0153466628
15,1371754.9208774476
16,1371754.7975623119
17,1371754.6392483134
18,1371754.4389638205
19,1371754.188867349
20,1229730.2563158018
21,1229729.9186041935
22,1229729.5100614657
23,1229729.0200875883
24,1229728.4370740964
25,1229727.7483582508
26,1229726.9401772022
27,1229725.9976221519
28,1229724.9045925129
29,1229723.6437500748
30,1229722.1964731626
31,1229720.5428108014
32,1229718.6614368767
33,1184474.4206498193
34,1038821.1586972243
35,1038818.8755281308
36,1038816.3159701072
37,1038813.4556560798
38,1038810.268827122
39,1038806.7282937929
40,1038802.805397475
41,1038798.4699717109
42,1038793.6903035408
43,990593.6045578856
44,990588.1024944506
45,990582.0768498783
46,990575.4911143297
47,990568.3071188474
48,990560.4849984844
49,990551.9831554369
50,990542.7582221732
51,990532.7650245657
52,990521.9565450207
53,990510.2838856099
54,990497.6962312005
55,990484.1408125856
56,990469.5628696159
57,990453.9056143293
58,990437.1101940824
59,990419.1156546808
60,990399.8589035096
61,990379.2746726649
62,990357.2954820835
63,990333.8516026738
64,990308.8710194472
65,810099.5264403465
66,810076.4260775116
67,810051.8824544777
68,810025.8289746417
69,809998.1970235499
70,809968.9159387805
71,809937.9129798269
72,809905.1132979799
73,809870.439906211
74,809833.8136490554
75,809795.1531724943
76,809754.3748938375
77,809711.3929716076
78,809666.1192754211
79,809618.4633558727
80,809568.3324144168
81,809515.6312732514
82,809460.2623452006
83,809402.1256035967
84,809341.1185521644
85,809277.1361949026
86,809210.0710059672
87,809139.8128995547
88,809066.2491997844
89,808989.264610581
90,808908.7411855586
91,808824.558297902
92,808736.5926102505
93,808644.7180445805
94,808548.8057520883
95,808448.7240830732
96,808344.3385568195
97,808235.5118314803
98,808122.1036739597
99,808003.970929796
100,807880.9674930441
101,807752.9442761592
102,807619.749179878
103,807481.2270631032
104,807337.2197127859
105,807187.5658138074
106,807032.1009188636
107,806870.6574183461
108,806703.0645102273
109,806529.1481699403
110,806348.7311202647
111,806161.6328012071
112,805967.6693398854
113,805766.6535204106
114,805558.3947537707
115,805342.6990477124
116,805119.3689766248
117,804888.2036514216
118,804648.9986894244
119,804401.5461842454
120,804145.6346756697
121,803881.0491195394
122,803607.570857635
123,803324.9775875587
124,803033.0433326178
125,802731.5384117072
126,802420.2294091913
127,802098.8791447884
128,801767.2466434524
129,801425.0871052563
130,801072.151875274
131,800708.188413465
132,800332.9402645549
133,799946.1470279201
134,799547.5443274697
135,799136.8637815281
136,798713.8329727191
137,798278.1754178472
138,797829.6105377818
139,797367.8536273382
140,796892.6158251626
141,796403.6040836137
142,795900.5211386452
143,696522.0278589396
144,696056.7159658208
145,695578.2976568589
146,695086.4979855868
147,694581.0381869273
148,694061.6356508598
149,693528.0038960823
150,692979.8525436786
151,692416.8872907812
152,691838.8098842378
153,691245.3180942748
154,690636.1056881623
155,690010.8624038788
156,689369.273923777
157,688711.021848247
158,688035.783669382
159,687343.2327446428
160,686633.0382705228
161,685904.8652562125
162,685158.374497264
163,684393.222549257
164,683609.0617014614
165,682805.5399505043
166,681982.3009740334
167,681138.9841043826
168,680275.2243022355
169,679390.6521302916
170,678484.8937269303
171,677557.5707798755
172,676608.3004998612
173,675636.6955942955
174,674642.3642409253
175,673624.9100615017
176,672583.9320954442
177,671519.0247735061
178,670429.777891438
179,669315.7765836542
180,668176.6012968962
181,667011.8277638983
182,665821.0269770516
183,664603.7651620692
184,663359.6037516512
185,662088.0993591489
186,660788.80375223
187,659461.263826543
188,658105.0215793824
189,656719.6140833526
190,655304.5734600344
191,653416.5863587168
192,651940.6169142812
193,650433.5757065191
194,648894.9747105363
195,561775.8722989099
196,560386.422746755
197,389185.7686747471
198,388183.45656888303
199,387119.63114077074
200,344051.8537244788
