run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,51,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,79,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,25,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,42,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,12,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,67,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,22,12
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,98,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,80,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,29,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,94,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,46,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,51,9
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,40,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,74,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,92,18
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,81,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,81,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,73,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,78,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,87,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,92,97,2
