flight_id,is_multi_top10,multi_rank,multi_degree,unique_conflict_partners,conflict_point_involvement,CI_multi_l2,stage1_changed,stage1_primary_strategy,atd_before,atd_after_stage1,atd_after_stage2,speed_before,speed_after_stage1,speed_after_stage2,reroute_stage1,reroute_final,conflicts_initial,conflicts_after_stage1,conflicts_after_stage2
52,False,75,21,1,21,0.0,False,none,628.0011838813047,628.0011838813047,628.0011838813047,11.364739514723714,11.364739514723714,13.806079633910855,False,True,21,21,0
77,False,90,22,2,22,0.0,False,none,656.2644616006082,656.2644616006082,2456.2644616006082,11.093994490439005,11.093994490439005,14.444195683035911,False,True,22,22,0
70,False,14,15,2,15,14.0,False,none,372.57474501346206,372.57474501346206,372.57474501346206,11.359204186711013,11.359204186711013,11.359204186711013,False,False,15,15,1
87,False,94,15,2,15,0.0,False,none,395.4387951335209,395.4387951335209,1897.772895505019,10.454050556648399,10.454050556648399,12.984540434612565,False,True,15,15,0
