action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
cruise_level,60,45,42,52,49,True,False,8.82560000036392,pairs_decreased,1,0,0,stage2_independent_matching,0,0,60-89,1,cluster,reroute,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.15,0.6,0,0,60,89,reroute,60,52,49,45,42
delay,2,42,42,49,67,False,True,9.72490000003745,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,0,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,2,49,67,42,42
delay,2,42,42,49,67,False,True,7.735799999863957,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,1,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,2,49,67,42,42
delay,2,42,43,49,54,False,True,7.636400000137655,rollback,4,8,1,stage2_independent_matching,1,0,2-59,1,cluster,delay,2,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,2,49,54,42,43
delay,2,42,42,49,67,False,True,8.323300000029121,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,3,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,2,49,67,42,42
delay,2,42,42,49,67,False,True,7.730400000127702,rollback,4,22,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,4,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,2,49,67,42,42
delay,59,42,42,49,46,False,True,7.756900000003952,rollback,4,0,3,stage2_independent_matching,1,0,2-59,1,cluster,delay,5,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,59,49,46,42,42
delay,59,42,42,49,46,False,True,7.516900000155147,rollback,4,0,3,stage2_independent_matching,1,0,2-59,1,cluster,delay,6,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,59,49,46,42,42
delay,59,42,42,49,46,False,True,7.377299999916431,rollback,4,0,2,stage2_independent_matching,1,0,2-59,1,cluster,delay,7,0.25,0.15,0.6,ADM_ref6_independent_matching,,,,1,0,2,59,delay,59,49,46,42,42
delay,59,42,41,49,45,True,False,7.530100000167295,pairs_decreased,4,0,0,stage2_independent_matching,1,0,2-59,1,cluster,delay,8,0.25,0.15,0.6,ADM_ref6_independent_matching,0.625,0.075,0.3,1,0,2,59,delay,59,49,45,42,41
