global_generation,stage,stage_generation,fitness,Tdelay,Tair,ORISK,Nc,n_delay,n_battery,delta
201,stage2,1,1998050.6811141833,25530.004135991003,59280.772226022265,761.9550235686916,42,19,0,0.9999999999996875
202,stage2,2,1843177.252245504,25614.485961924012,58867.84902871015,762.4581858227044,39,22,0,0.99999999999
203,stage2,3,1797570.5196245166,26338.157705340185,58915.52321696053,759.2991880787501,38,22,0,0.9999999999240625
204,stage2,4,1550268.9562981094,23561.552037779995,58473.165106738554,756.6211696703701,33,24,0,0.99999999968
205,stage2,5,1550268.9552845794,23561.552037779995,58473.165106738554,756.6211696703701,33,24,0,0.9999999990234375
206,stage2,6,1550268.9530409202,23561.552037779995,58473.165106738554,756.6211696703701,33,24,0,0.99999999757
207,stage2,7,960599.0093499365,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999999947478125
208,stage2,8,960599.0045981774,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999998976
209,stage2,9,960598.9967740449,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999999815471875
210,stage2,10,960598.9845824976,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999996875
211,stage2,11,960598.9664069674,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999999496715625
212,stage2,12,960598.9402736325,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999992224
213,stage2,13,960598.9038156937,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999998839709375
214,stage2,14,960598.8542376483,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999983193
215,stage2,15,960598.7882795654,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999997626953125
216,stage2,16,960598.7021813595,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999967232
217,stage2,17,960598.5916470671,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999995562946875
218,stage2,18,960598.4518091195,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999940951
219,stage2,19,960598.2771926186,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999992262190625
220,stage2,20,960598.0616796113,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.999999
221,stage2,21,960597.7984733647,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999987237184375
222,stage2,22,960597.4800626397,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999838949
223,stage2,23,960597.0981859674,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999979886428125
224,stage2,24,960596.643795922,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999751168
225,stage2,25,960596.1070233975,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999969482421875
226,stage2,26,960595.4771418797,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999628707
227,stage2,27,960594.7425317242,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999955159665626
228,stage2,28,960593.8906444284,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999462176
229,stage2,29,960592.9079669084,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999935902659375
230,stage2,30,960591.7799857716,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99999240625
231,stage2,31,960590.491151593,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999910533903125
232,stage2,32,960589.0248431895,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99998951424
233,stage2,33,960587.363331894,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999877701896875
234,stage2,34,960585.4877458314,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99998580143
235,stage2,35,960583.3780341921,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999835869140625
236,stage2,36,960581.0129315071,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99998110432
237,stage2,37,960578.3699219233,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999783300134375
238,stage2,38,960575.4252034776,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99997523901
239,stage2,39,960572.1536523716,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999718049378125
240,stage2,40,960568.5287872467,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.999968
241,stage2,41,960564.5227334587,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999637949371875
242,stage2,42,960560.1061873524,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.99995915899
243,stage2,43,960555.2483805362,43428.07789897152,59542.12170291374,765.5712684446761,20,27,0,0.9999540598615625
244,stage2,44,752021.5939711188,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.99994846368
245,stage2,45,752017.0281187474,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.9999423349609375
246,stage2,46,752012.0378648565,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.99993563657
247,stage2,47,752006.5942874242,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.9999283296853125
248,stage2,48,752000.6671793148,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.99992037376
249,stage2,49,751994.2250203433,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.9999117264846875
250,stage2,50,751987.2349493371,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.99990234375
251,stage2,51,751979.6627361993,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.9998921796090625
252,stage2,52,751971.472753971,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.99988118624
253,stage2,53,751962.6279508943,33613.567178173565,58202.572655478136,762.5118335376858,16,24,0,0.9998693139084375
