action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,59,44,43,51,47,True,False,8.464399999866146,local_pair_points_decreased,4,0,2,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,59,51,47,44,43
speed,54,43,42,47,45,True,False,7.857499999772699,local_pair_points_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.8,0.075,1,0,27,54,speed,54,47,45,43,42
speed,37,42,41,45,43,True,False,7.509900000059133,local_pair_points_decreased,2,0,1,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.8,0.075,ADM_ref6_independent_matching,0.0625,0.9,0.0375,2,0,37,76,speed,37,45,43,42,41
speed,78,41,40,43,41,True,False,8.02350000003571,local_pair_points_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,speed,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.825,0.05,3,0,42,78,speed,78,43,41,41,40
cruise_level,55,40,39,41,39,True,False,7.856300000185001,local_pair_points_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,41,39,40,39
delay,65,39,41,39,41,False,True,7.3518000003787165,local_pair_not_improved,1,1,2,stage2_independent_matching,5,0,3-65,1,head_to_head,delay,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,3,65,delay,65,39,41,39,41
delay,65,39,42,39,42,False,True,9.836700000050769,local_pair_not_improved,1,1,3,stage2_independent_matching,5,0,3-65,1,head_to_head,delay,1,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,3,65,delay,65,39,42,39,42
delay,3,39,41,39,41,True,False,19.09129999967263,local_pair_points_decreased,1,0,3,stage2_independent_matching,5,0,3-65,1,head_to_head,delay,2,0.075,0.075,0.85,ADM_ref6_independent_matching,0.5375,0.0375,0.425,5,0,3,65,delay,3,39,41,39,41
speed,16,41,41,41,41,False,True,8.039499999995314,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,0,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,16,41,41,41,41
speed,16,41,41,41,41,False,True,7.8078999999888765,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,1,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,16,41,41,41,41
speed,16,41,41,41,41,False,True,7.95639999978448,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,2,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,16,41,41,41,41
speed,3,41,41,41,42,False,True,7.599100000334147,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,3,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,3,41,42,41,41
speed,3,41,41,41,42,False,True,7.5749000002360845,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,4,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,3,41,42,41,41
speed,16,41,40,41,40,False,True,7.61770000008255,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,5,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,16,41,40,41,40
speed,16,41,41,41,41,False,True,7.7247999997780425,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,6,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,16,41,41,41,41
speed,3,41,39,41,39,False,True,7.642099999884522,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,7,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,3,41,39,41,39
speed,3,41,39,41,39,False,True,8.323099999870465,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,8,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,3,41,39,41,39
speed,3,41,40,41,40,False,True,8.004300000266085,local_pair_not_improved,1,1,0,stage2_independent_matching,6,0,3-16,1,crossing,speed,9,0.0625,0.9,0.0375,ADM_ref6_independent_matching,,,,6,0,3,16,speed,3,41,40,41,40
cruise_level,3,41,39,41,39,True,False,7.515900000271358,local_pair_points_decreased,1,0,1,stage2_independent_matching,6,0,3-16,1,crossing,reroute,0,0.0625,0.9,0.0375,ADM_ref6_independent_matching,0.03125,0.45,0.51875,6,0,3,16,reroute,3,41,39,41,39
cruise_level,3,39,38,39,38,True,False,7.629300000189687,local_pair_points_decreased,1,0,0,stage2_independent_matching,7,0,3-4,1,crossing,reroute,0,0.03125,0.45,0.51875,ADM_ref6_independent_matching,0.015625,0.225,0.759375,7,0,3,4,reroute,3,39,38,39,38
cruise_level,6,38,37,38,37,True,False,7.371000000148342,local_pair_points_decreased,1,0,0,stage2_independent_matching,8,0,6-11,1,crossing,reroute,0,0.015625,0.225,0.759375,ADM_ref6_independent_matching,0.0078125,0.1125,0.8796875,8,0,6,11,reroute,6,38,37,38,37
cruise_level,8,37,36,37,36,True,False,8.056799999849318,local_pair_points_decreased,1,0,0,stage2_independent_matching,9,0,8-37,1,crossing,reroute,0,0.0078125,0.1125,0.8796875,ADM_ref6_independent_matching,0.00390625,0.05625,0.93984375,9,0,8,37,reroute,8,37,36,37,36
cruise_level,9,36,35,36,35,True,False,22.230000000035943,local_pair_points_decreased,1,0,0,stage2_independent_matching,10,0,9-12,1,crossing,reroute,0,0.00390625,0.05625,0.93984375,ADM_ref6_independent_matching,0.001953125,0.028125,0.969921875,10,0,9,12,reroute,9,36,35,36,35
cruise_level,13,35,36,35,36,False,True,7.924499999717227,local_pair_not_improved,1,1,1,stage2_independent_matching,11,0,13-45,1,crossing,reroute,0,0.001953125,0.028125,0.969921875,ADM_ref6_independent_matching,,,,11,0,13,45,reroute,13,35,36,35,36
cruise_level,13,35,34,35,34,True,False,7.448800000020128,local_pair_points_decreased,1,0,0,stage2_independent_matching,11,0,13-45,1,crossing,reroute,1,0.001953125,0.028125,0.969921875,ADM_ref6_independent_matching,0.0009765625,0.0140625,0.9849609375,11,0,13,45,reroute,13,35,34,35,34
speed,40,34,33,34,33,True,False,8.131300000059127,local_pair_points_decreased,1,0,1,stage2_independent_matching,12,0,14-40,1,cluster,speed,0,0.125,0.825,0.05,ADM_ref6_independent_matching,0.0625,0.9125,0.025,12,0,14,40,speed,40,34,33,34,33
cruise_level,14,33,31,33,31,True,False,7.907199999863224,local_pair_points_decreased,1,0,0,stage2_independent_matching,13,0,14-59,1,crossing,reroute,0,0.0009765625,0.0140625,0.9849609375,ADM_ref6_independent_matching,0.00048828125,0.00703125,0.99248046875,13,0,14,59,reroute,14,33,31,33,31
cruise_level,15,31,30,31,30,True,False,7.858999999825755,local_pair_points_decreased,1,0,1,stage2_independent_matching,14,0,15-67,1,crossing,reroute,0,0.00048828125,0.00703125,0.99248046875,ADM_ref6_independent_matching,0.000244140625,0.003515625,0.996240234375,14,0,15,67,reroute,15,31,30,31,30
cruise_level,15,30,29,30,29,True,False,7.7612000000044645,local_pair_points_decreased,1,0,0,stage2_independent_matching,15,0,15-75,1,crossing,reroute,0,0.000244140625,0.003515625,0.996240234375,ADM_ref6_independent_matching,0.0001220703125,0.0017578125,0.9981201171875,15,0,15,75,reroute,15,30,29,30,29
delay,16,29,29,29,29,False,True,7.540999999946507,local_pair_not_improved,1,1,0,stage2_independent_matching,16,0,16-37,1,head_to_head,delay,0,0.5375,0.0375,0.425,ADM_ref6_independent_matching,,,,16,0,16,37,delay,16,29,29,29,29
delay,37,29,29,29,29,False,True,7.678299999952287,local_pair_not_improved,1,1,0,stage2_independent_matching,16,0,16-37,1,head_to_head,delay,1,0.5375,0.0375,0.425,ADM_ref6_independent_matching,,,,16,0,16,37,delay,37,29,29,29,29
