run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[45, 52, 54, 49, 23, 68, 17, 0, 76, 3]",0.5980861244019139,0.42696629213483145,51,0.1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[45, 54, 52, 11, 23, 0, 3, 49, 80, 96]",0.5358851674641149,0.4606741573033708,48,0.11
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[52, 54, 23, 45, 3, 76, 0, 29, 26, 80]",0.5502392344497608,0.4606741573033708,48,0.1
