run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,42,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,28,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,17,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,28,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,35,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,52,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,99,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,80,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,25,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,63,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,32,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,24,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,44,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,72,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,54,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,57,35
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,98,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,49,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,78,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,67,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,68,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,88,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,92,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,46,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,69,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,57,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,74,1
