run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[82, 66, 55, 61, 99, 72, 21, 75, 1, 8]",0.42857142857142855,0.4,45,0.1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[82, 66, 1, 12, 61, 21, 55, 72, 75, 7]",0.42857142857142855,0.41333333333333333,44,0.1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[82, 66, 1, 7, 72, 12, 99, 75, 2, 21]",0.32653061224489793,0.3333333333333333,50,0.22
