run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,1,82,25.0,6,8,8,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,2,66,24.0,5,6,6,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,3,1,22.0,3,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,4,12,20.0,3,5,5,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,5,61,15.0,4,5,5,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,6,21,12.0,3,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,7,55,12.0,4,7,7,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,8,72,12.0,3,3,3,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,9,75,12.0,3,4,4,42
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,461,10,7,10.0,3,3,3,42
