run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[82, 81, 47, 74, 98, 67, 30, 97, 41, 20]",0.5433526011560693,0.36363636363636365,70,0.5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[82, 47, 81, 67, 98, 37, 97, 48, 30, 90]",0.5433526011560693,0.36363636363636365,70,0.44
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[90, 37, 65, 81, 82, 97, 50, 30, 63, 66]",0.4913294797687861,0.43636363636363634,62,0.32
