run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,1,82,175.0,8,8,8,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,2,47,155.0,6,26,26,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,3,81,147.0,8,26,26,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,4,67,136.0,5,10,10,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,5,98,132.0,5,6,6,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,6,37,128.0,5,9,9,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,7,97,108.0,5,16,16,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,8,48,102.0,4,4,4,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,9,30,92.0,5,5,5,94
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,186,10,90,92.0,5,5,5,94
