initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,initial_conflict_edges_uncertain,initial_conflict_points_no_uncertain,initial_conflict_pairs_no_uncertain,initial_conflict_edges_no_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_pairs_two_stage,final_conflict_edges_two_stage,final_conflict_points_one_stage,final_conflict_pairs_one_stage,final_conflict_edges_one_stage,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,runtime_seconds,total_runtime,final_fitness,risk_increase_ratio,detect_conflicts_time,stage1_fata_time,greedy_repair_time,local_reroute_time,number_of_detect_conflicts_calls,number_of_astar_calls,accepted_actions,rejected_actions,rollback_count
215,128,215,132,132,128,84,84,4,160,4,4,4,160,92,92,56,48,29,85.7582688999828,85.7582688999828,4041300.9022382074,7.613793811422833e-05,53.66239459847566,70.22393650002778,11.779893899918534,0.2974454000359401,6459,21,272,1024,1024
