run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,0,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,1,13,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,1,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,1,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,2,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,3,25,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,3,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,4,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,6,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,8,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,9,39,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,9,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,10,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,10,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,11,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,12,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,13,86,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,16,26,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,18,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,18,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,19,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,19,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,20,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,20,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,20,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,21,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,22,86,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,23,25,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,23,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,24,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,26,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,26,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,28,32,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,28,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,29,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,30,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,34,82,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,35,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,35,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,36,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,36,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,38,84,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,39,52,12
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,39,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,39,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,40,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,41,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,42,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,44,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,44,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,44,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,45,60,30
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,45,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,46,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,47,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,49,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,51,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,52,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,55,84,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,56,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,57,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,58,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,62,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,62,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,63,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,66,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,66,72,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,66,77,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,67,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,69,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,70,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,73,85,24
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,73,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,78,85,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,174,85,87,1
