run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,1,15,140.0,6,12,12,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,2,50,135.0,6,16,16,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,3,88,120.0,7,15,15,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,4,17,104.0,5,5,5,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,5,25,100.0,5,17,17,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,6,83,92.0,5,18,18,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,7,13,81.0,4,6,6,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,8,51,72.0,4,5,5,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,9,23,70.0,6,23,23,109
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,10,36,66.0,4,19,19,109
