run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,0,65,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,1,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,1,66,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,2,28,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,2,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,2,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,2,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,3,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,4,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,4,40,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,4,88,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,5,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,6,22,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,6,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,7,15,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,7,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,8,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,9,14,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,9,65,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,10,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,10,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,10,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,10,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,13,15,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,13,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,13,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,13,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,14,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,15,25,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,15,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,15,45,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,15,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,16,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,17,25,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,17,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,17,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,17,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,19,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,19,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,20,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,21,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,22,36,15
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,23,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,23,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,23,70,18
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,25,50,11
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,25,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,25,88,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,26,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,26,84,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,26,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,28,83,14
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,29,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,29,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,29,86,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,30,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,31,59,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,32,96,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,33,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,34,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,34,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,36,70,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,38,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,38,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,38,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,39,46,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,40,88,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,41,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,43,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,43,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,43,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,45,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,45,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,47,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,48,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,48,93,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,49,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,49,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,50,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,393,50,88,1
