generation,fitness
1,2466948.926079575
2,1777339.6357105097
3,1777339.6355936949
4,1777339.6351613132
5,1777339.633998146
6,1531225.109365252
7,1531225.1050635586
8,1531225.097460931
9,1531225.0849426265
10,1397183.2272370616
11,1397183.2007047646
12,1337638.0430877267
13,1337637.9921482196
14,1233758.2748091584
15,1233758.1898318636
16,1233758.078906981
17,1233757.9364997926
18,1233757.7563391519
19,1144875.3661199338
20,1144875.108525807
21,1144874.793925848
22,1144874.4133421716
23,1144873.9569001726
24,1144873.4137858222
25,1103497.4043855467
26,1103496.679203678
27,1103495.8334478482
28,1103494.8526709818
29,1103493.7213154798
30,1103492.4226720906
31,1047256.8623378958
32,1047255.2606464028
33,1047253.4457290903
34,1047251.396971657
35,1047249.0924720191
36,1047246.5090012831
37,1047243.6219647253
38,1047240.4053627662
39,1047236.831751947
40,1047232.8722059063
41,1047228.4962763566
42,1047223.6719540587
43,1047218.3656298005
44,1047212.5420553718
45,997781.9720536217
46,997775.3326389671
47,997768.0900880734
48,997760.2042110617
49,997751.6330710723
50,997742.3329470927
51,997732.2582967897
52,997721.3617193375
53,997709.5939182503
54,997696.9036642102
55,997683.2377578986
56,997668.5409928262
57,997652.756118163
58,997635.8238015685
59,997617.682592022
60,997598.2688826525
61,997577.5168735695
62,997555.3585346923
63,997531.7235685806
64,997506.5393732648
65,997479.7310050764
66,997451.2211414771
67,997420.93004389
68,997388.7755205296
69,997354.6728892316
70,997318.5349402834
71,997280.2718992542
72,997239.7913898248
73,997196.9983966186
74,997151.7952280311
75,997104.0814790601
76,997053.753994136
77,997000.7068299523
78,996944.8312182947
79,996886.015528873
80,996824.1452321497
81,996759.1028621709
82,996690.7679793967
83,996619.0171335301
84,996543.7238263487
85,996464.7584745345
86,996381.988372503
87,996295.2776552351
88,996204.4872611059
89,996109.4748947149
90,996010.0949897177
91,995906.1986716538
92,995797.633720779
93,995684.2445348942
94,995565.8720921761
95,995442.3539140071
96,995313.5240278057
97,995179.2129298566
98,995039.2475481409
99,994893.4512051663
100,994741.643580797
101,994583.6406750844
102,994419.2547710964
103,994248.2943977483
104,994070.5642926333
105,993885.8653648514
106,993693.9946578414
107,993494.7453122084
108,993287.906528557
109,993073.2635303191
110,848300.7206957019
111,848103.5707496476
112,847899.1868400075
113,847687.3716929494
114,847467.9244803009
115,847240.6407878139
116,847005.3125834292
117,846761.7281855415
118,846509.6722312645
119,846248.9256446955
120,845979.2656051802
121,845700.465515577
122,845412.2949705231
123,845114.519724698
124,844806.901661089
125,844489.198759256
126,844161.1650635962
127,843822.5506516084
128,843473.1016021591
129,843112.5599637462
130,842740.6637227638
131,842357.146771768
132,841961.7388777407
133,841554.1656503552
134,841134.14851024
135,840701.4046572447
136,840255.6470387045
137,839796.5843177043
138,839323.9208413449
139,838837.356609006
140,838336.5872406128
141,837821.3039449003
142,837291.1934876767
143,836745.9381600905
144,836185.2157468937
145,835608.699494707
146,835016.0580802853
147,834406.9555787813
148,833781.0514320114
149,833138.0004167198
150,832477.452612844
151,831799.0533717785
152,831102.4432846409
153,830387.2581505365
154,829653.1289448217
155,828899.6817873707
156,828126.5379108393
157,827333.31362893
158,826519.6203046564
159,825685.0643186088
160,824829.2470372183
161,823951.7647810219
162,823052.2087929272
163,822130.1652064776
164,821185.2150141168
165,820216.9340354534
166,819224.8928855261
167,818208.6569430685
168,817167.7863187738
169,816101.8358235593
170,815010.3549368317
171,813892.8877747522
172,812748.9730585003
173,811578.1440825395
174,810379.9286828813
175,809153.8492053511
176,807899.4224738525
177,806616.1597586316
178,805303.5667445423
179,803961.1434993118
180,802588.3844418034
181,801184.778310284
182,799749.8081306869
183,798282.951184877
184,796783.6789789161
185,795251.457211328
186,793685.7457413621
187,792085.9985572592
188,790451.663744516
189,788782.18345415
190,787076.9938709644
191,785335.5251818122
192,783557.2015438627
193,740400.5598575326
194,566870.6060458462
195,565444.5916447742
196,564045.8235636331
197,562618.2160411688
198,561161.3254052479
199,559674.7034565279
200,558157.8974454784
