generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
60,50,0,50,0.0,18,21,997598.2688826525,23.1,39.7,18,21,0,31,0,0,31,0,19,13,2,6,6,39
61,50,0,50,0.0,18,21,997577.5168735695,23.1,39.7,18,21,0,28,0,0,28,0,22,13,2,6,6,39
62,50,1,49,0.02,18,21,997555.3585346923,23.08,40.0,18,21,1,23,0,0,23,0,26,13,2,6,6,39
63,50,0,50,0.0,18,21,997531.7235685806,23.08,40.0,18,21,0,25,0,0,25,0,25,13,2,6,6,39
64,50,0,50,0.0,18,21,997506.5393732648,23.08,40.0,18,21,0,25,0,0,25,0,25,13,2,6,6,39
65,50,1,49,0.02,18,21,997479.7310050764,23.0,39.78,18,21,1,31,0,0,31,0,18,13,2,6,6,39
66,50,0,50,0.0,18,21,997451.2211414771,23.0,39.78,18,21,0,29,0,0,29,0,21,13,2,6,6,39
67,50,0,50,0.0,18,21,997420.93004389,23.0,39.78,18,21,0,24,1,0,25,0,25,13,2,6,6,39
68,50,1,49,0.02,18,21,997388.7755205296,22.98,39.64,18,21,1,28,0,0,28,0,21,13,2,6,6,39
69,50,1,49,0.02,18,21,997354.6728892316,22.96,39.68,18,21,1,32,0,0,32,0,17,13,2,6,6,39
70,50,0,50,0.0,18,21,997318.5349402834,22.96,39.68,18,21,0,29,1,0,30,0,20,13,2,6,6,39
71,50,0,50,0.0,18,21,997280.2718992542,22.96,39.68,18,21,0,32,0,0,32,0,18,13,2,6,6,39
72,50,4,46,0.08,18,21,997239.7913898248,22.76,39.3,18,21,4,31,0,0,31,0,15,13,2,6,6,39
73,50,0,50,0.0,18,21,997196.9983966186,22.76,39.3,18,21,0,35,0,0,35,0,15,13,2,6,6,39
74,50,2,48,0.04,18,21,997151.7952280311,22.64,39.54,18,21,2,35,0,0,35,0,13,13,2,6,6,39
75,50,0,50,0.0,18,21,997104.0814790601,22.64,39.54,18,21,0,27,0,0,27,0,23,13,2,6,6,39
76,50,0,50,0.0,18,21,997053.753994136,22.64,39.54,18,21,0,29,1,0,30,0,20,13,2,6,6,39
77,50,2,48,0.04,18,21,997000.7068299523,22.6,40.04,18,21,2,35,0,0,35,0,13,13,2,6,6,39
78,50,1,49,0.02,18,21,996944.8312182947,22.56,39.96,18,21,1,28,1,0,29,0,20,13,2,6,6,39
79,50,1,49,0.02,18,21,996886.015528873,22.54,40.12,18,21,1,25,0,0,25,0,24,13,2,6,6,39
80,50,1,49,0.02,18,21,996824.1452321497,22.46,40.0,18,21,1,25,0,0,25,0,24,13,2,6,6,39
81,50,3,47,0.06,18,21,996759.1028621709,22.32,39.8,18,21,3,31,0,0,31,0,16,13,2,6,6,39
82,50,2,48,0.04,18,21,996690.7679793967,22.28,40.56,18,21,2,32,0,1,33,0,15,13,2,6,6,39
83,50,0,50,0.0,18,21,996619.0171335301,22.28,40.56,18,21,0,30,0,0,30,0,20,13,2,6,6,39
84,50,1,49,0.02,18,21,996543.7238263487,22.26,40.6,18,21,1,30,0,0,30,0,19,13,2,6,6,39
85,50,2,48,0.04,18,21,996464.7584745345,22.16,41.08,18,21,2,27,0,0,27,0,21,13,2,6,6,39
86,50,1,49,0.02,18,21,996381.988372503,22.14,41.02,18,21,1,28,1,0,29,0,20,13,2,6,6,39
87,50,2,48,0.04,18,21,996295.2776552351,22.02,40.5,18,21,2,27,0,0,27,0,21,13,2,6,6,39
88,50,0,50,0.0,18,21,996204.4872611059,22.02,40.5,18,21,0,37,0,0,37,0,13,13,2,6,6,39
89,50,2,48,0.04,18,21,996109.4748947149,21.98,40.38,18,21,2,33,0,0,33,0,15,13,2,6,6,39
90,50,0,50,0.0,18,21,996010.0949897177,21.98,40.38,18,21,0,26,0,0,26,0,24,13,2,6,6,39
91,50,0,50,0.0,18,21,995906.1986716538,21.98,40.38,18,21,0,29,1,0,30,0,20,13,2,6,6,39
92,50,1,49,0.02,18,21,995797.633720779,21.94,40.62,18,21,1,31,0,0,31,0,18,13,2,6,6,39
93,50,1,49,0.02,18,21,995684.2445348942,21.94,40.56,18,21,1,32,0,0,32,0,17,13,2,6,6,39
94,50,0,50,0.0,18,21,995565.8720921761,21.94,40.56,18,21,0,32,1,0,33,0,17,13,2,6,6,39
95,50,1,49,0.02,18,21,995442.3539140071,21.86,40.56,18,21,1,33,0,0,33,0,16,13,2,6,6,39
96,50,0,50,0.0,18,21,995313.5240278057,21.86,40.56,18,21,0,31,0,0,31,0,19,13,2,6,6,39
97,50,1,49,0.02,18,21,995179.2129298566,21.86,40.2,18,21,1,31,0,0,31,0,18,13,2,6,6,39
98,50,0,50,0.0,18,21,995039.2475481409,21.86,40.2,18,21,0,35,0,0,35,0,15,13,2,6,6,39
99,50,0,50,0.0,18,21,994893.4512051663,21.86,40.2,18,21,0,27,0,0,27,0,23,13,2,6,6,39
100,50,1,49,0.02,18,21,994741.643580797,21.86,40.1,18,21,1,27,0,0,27,0,22,13,2,6,6,39
101,50,1,49,0.02,18,21,994583.6406750844,21.82,40.72,18,21,1,25,0,0,25,0,24,13,2,6,6,39
102,50,0,50,0.0,18,21,994419.2547710964,21.82,40.72,18,21,0,29,0,0,29,0,21,13,2,6,6,39
103,50,0,50,0.0,18,21,994248.2943977483,21.82,40.72,18,21,0,27,0,0,27,0,23,13,2,6,6,39
104,50,2,48,0.04,18,21,994070.5642926333,21.8,40.52,18,21,2,27,1,0,28,0,20,13,2,6,6,39
105,50,0,50,0.0,18,21,993885.8653648514,21.8,40.52,18,21,0,35,0,0,35,0,15,13,2,6,6,39
106,50,1,49,0.02,18,21,993693.9946578414,21.78,41.1,18,21,1,28,0,0,28,0,21,13,2,6,6,39
107,50,0,50,0.0,18,21,993494.7453122084,21.78,41.1,18,21,0,36,0,0,36,0,14,13,2,6,6,39
108,50,1,49,0.02,18,21,993287.906528557,21.72,41.08,18,21,1,32,0,0,32,0,17,13,2,6,6,39
109,50,0,50,0.0,18,21,993073.2635303191,21.72,41.08,18,21,0,34,0,0,34,0,16,13,2,6,6,39
110,50,2,48,0.04,16,18,848300.7206957019,21.62,40.8,16,18,2,29,0,0,29,0,19,10,1,7,7,42
111,50,0,50,0.0,16,18,848103.5707496476,21.62,40.8,16,18,0,26,0,0,26,0,24,10,1,7,7,42
112,50,0,50,0.0,16,18,847899.1868400075,21.62,40.8,16,18,0,24,0,0,24,0,26,10,1,7,7,42
113,50,0,50,0.0,16,18,847687.3716929494,21.62,40.8,16,18,0,25,0,0,25,0,25,10,1,7,7,42
114,50,0,50,0.0,16,18,847467.9244803009,21.62,40.8,16,18,0,29,0,0,29,0,21,10,1,7,7,42
115,50,0,50,0.0,16,18,847240.6407878139,21.62,40.8,16,18,0,22,0,0,22,0,28,10,1,7,7,42
116,50,0,50,0.0,16,18,847005.3125834292,21.62,40.8,16,18,0,26,0,0,26,0,24,10,1,7,7,42
117,50,0,50,0.0,16,18,846761.7281855415,21.62,40.8,16,18,0,23,0,0,23,0,27,10,1,7,7,42
118,50,0,50,0.0,16,18,846509.6722312645,21.62,40.8,16,18,0,25,0,0,25,0,25,10,1,7,7,42
119,50,0,50,0.0,16,18,846248.9256446955,21.62,40.8,16,18,0,23,0,0,23,0,27,10,1,7,7,42
120,50,1,49,0.02,16,18,845979.2656051802,21.52,40.4,16,18,1,21,0,0,21,0,28,10,1,7,7,42
121,50,0,50,0.0,16,18,845700.465515577,21.52,40.4,16,18,0,29,0,0,29,0,21,10,1,7,7,42
122,50,0,50,0.0,16,18,845412.2949705231,21.52,40.4,16,18,0,29,0,0,29,0,21,10,1,7,7,42
123,50,0,50,0.0,16,18,845114.519724698,21.52,40.4,16,18,0,23,0,0,23,0,27,10,1,7,7,42
124,50,0,50,0.0,16,18,844806.901661089,21.52,40.4,16,18,0,20,0,0,20,0,30,10,1,7,7,42
125,50,0,50,0.0,16,18,844489.198759256,21.52,40.4,16,18,0,29,0,0,29,0,21,10,1,7,7,42
126,50,0,50,0.0,16,18,844161.1650635962,21.52,40.4,16,18,0,29,0,0,29,0,21,10,1,7,7,42
127,50,0,50,0.0,16,18,843822.5506516084,21.52,40.4,16,18,0,26,0,0,26,0,24,10,1,7,7,42
128,50,0,50,0.0,16,18,843473.1016021591,21.52,40.4,16,18,0,26,0,0,26,0,24,10,1,7,7,42
129,50,0,50,0.0,16,18,843112.5599637462,21.52,40.4,16,18,0,23,0,0,23,0,27,10,1,7,7,42
130,50,0,50,0.0,16,18,842740.6637227638,21.52,40.4,16,18,0,20,0,0,20,0,30,10,1,7,7,42
131,50,0,50,0.0,16,18,842357.146771768,21.52,40.4,16,18,0,29,0,0,29,0,21,10,1,7,7,42
132,50,1,49,0.02,16,18,841961.7388777407,21.42,39.5,16,18,1,25,0,0,25,0,24,10,1,7,7,42
133,50,1,49,0.02,16,18,841554.1656503552,21.38,39.72,16,18,1,27,0,0,27,0,22,10,1,7,7,42
134,50,0,50,0.0,16,18,841134.14851024,21.38,39.72,16,18,0,27,0,0,27,0,23,10,1,7,7,42
135,50,1,49,0.02,16,18,840701.4046572447,21.32,39.5,16,18,1,21,0,0,21,0,28,10,1,7,7,42
136,50,0,50,0.0,16,18,840255.6470387045,21.32,39.5,16,18,0,33,0,0,33,0,17,10,1,7,7,42
137,50,0,50,0.0,16,18,839796.5843177043,21.32,39.5,16,18,0,26,1,0,27,0,23,10,1,7,7,42
138,50,0,50,0.0,16,18,839323.9208413449,21.32,39.5,16,18,0,24,0,0,24,0,26,10,1,7,7,42
139,50,1,49,0.02,16,18,838837.356609006,21.3,38.82,16,18,1,25,0,0,25,0,24,10,1,7,7,42
140,50,0,50,0.0,16,18,838336.5872406128,21.3,38.82,16,18,0,29,0,0,29,0,21,10,1,7,7,42
141,50,0,50,0.0,16,18,837821.3039449003,21.3,38.82,16,18,0,28,0,0,28,0,22,10,1,7,7,42
142,50,1,49,0.02,16,18,837291.1934876767,21.28,38.94,16,18,1,35,0,0,35,0,14,10,1,7,7,42
143,50,0,50,0.0,16,18,836745.9381600905,21.28,38.94,16,18,0,27,0,0,27,0,23,10,1,7,7,42
144,50,0,50,0.0,16,18,836185.2157468937,21.28,38.94,16,18,0,30,0,0,30,0,20,10,1,7,7,42
145,50,0,50,0.0,16,18,835608.699494707,21.28,38.94,16,18,0,20,1,0,21,0,29,10,1,7,7,42
146,50,1,49,0.02,16,18,835016.0580802853,21.22,38.88,16,18,1,19,0,0,19,0,30,10,1,7,7,42
147,50,0,50,0.0,16,18,834406.9555787813,21.22,38.88,16,18,0,23,0,0,23,0,27,10,1,7,7,42
148,50,1,49,0.02,16,18,833781.0514320114,21.18,39.0,16,18,1,27,0,0,27,0,22,10,1,7,7,42
149,50,0,50,0.0,16,18,833138.0004167198,21.18,39.0,16,18,0,32,0,0,32,0,18,10,1,7,7,42
150,50,0,50,0.0,16,18,832477.452612844,21.18,39.0,16,18,0,28,0,0,28,0,22,10,1,7,7,42
151,50,1,49,0.02,16,18,831799.0533717785,21.16,39.04,16,18,1,31,0,0,31,0,18,10,1,7,7,42
152,50,0,50,0.0,16,18,831102.4432846409,21.16,39.04,16,18,0,26,1,0,27,0,23,10,1,7,7,42
153,50,0,50,0.0,16,18,830387.2581505365,21.16,39.04,16,18,0,25,0,0,25,0,25,10,1,7,7,42
154,50,0,50,0.0,16,18,829653.1289448217,21.16,39.04,16,18,0,32,0,0,32,0,18,10,1,7,7,42
155,50,0,50,0.0,16,18,828899.6817873707,21.16,39.04,16,18,0,29,0,0,29,0,21,10,1,7,7,42
156,50,1,49,0.02,16,18,828126.5379108393,21.14,38.88,16,18,1,20,0,0,20,0,29,10,1,7,7,42
157,50,0,50,0.0,16,18,827333.31362893,21.14,38.88,16,18,0,30,0,0,30,0,20,10,1,7,7,42
158,50,0,50,0.0,16,18,826519.6203046564,21.14,38.88,16,18,0,29,1,0,30,0,20,10,1,7,7,42
159,50,0,50,0.0,16,18,825685.0643186088,21.14,38.88,16,18,0,21,0,0,21,0,29,10,1,7,7,42
160,50,0,50,0.0,16,18,824829.2470372183,21.14,38.88,16,18,0,27,0,0,27,0,23,10,1,7,7,42
161,50,0,50,0.0,16,18,823951.7647810219,21.14,38.88,16,18,0,30,0,0,30,0,20,10,1,7,7,42
162,50,1,49,0.02,16,18,823052.2087929272,21.1,39.02,16,18,1,18,0,0,18,0,31,10,1,7,7,42
163,50,0,50,0.0,16,18,822130.1652064776,21.1,39.02,16,18,0,30,0,0,30,0,20,10,1,7,7,42
164,50,0,50,0.0,16,18,821185.2150141168,21.1,39.02,16,18,0,26,0,0,26,0,24,10,1,7,7,42
165,50,0,50,0.0,16,18,820216.9340354534,21.1,39.02,16,18,0,30,0,0,30,0,20,10,1,7,7,42
166,50,1,49,0.02,16,18,819224.8928855261,21.08,39.36,16,18,1,24,0,0,24,0,25,10,1,7,7,42
167,50,1,49,0.02,16,18,818208.6569430685,20.98,38.82,16,18,1,22,0,0,22,0,27,10,1,7,7,42
168,50,0,50,0.0,16,18,817167.7863187738,20.98,38.82,16,18,0,27,2,0,29,0,21,10,1,7,7,42
169,50,2,48,0.04,16,18,816101.8358235593,20.9,38.76,16,18,2,25,0,1,26,0,22,10,1,7,7,42
170,50,0,50,0.0,16,18,815010.3549368317,20.9,38.76,16,18,0,33,0,0,33,0,17,10,1,7,7,42
171,50,0,50,0.0,16,18,813892.8877747522,20.9,38.76,16,18,0,21,0,0,21,0,29,10,1,7,7,42
172,50,0,50,0.0,16,18,812748.9730585003,20.9,38.76,16,18,0,20,0,0,20,0,30,10,1,7,7,42
173,50,0,50,0.0,16,18,811578.1440825395,20.9,38.76,16,18,0,24,0,0,24,0,26,10,1,7,7,42
174,50,1,49,0.02,16,18,810379.9286828813,20.88,38.96,16,18,1,23,0,0,23,0,26,10,1,7,7,42
175,50,0,50,0.0,16,18,809153.8492053511,20.88,38.96,16,18,0,22,2,0,24,0,26,10,1,7,7,42
176,50,1,49,0.02,16,18,807899.4224738525,20.74,38.56,16,18,1,18,0,0,18,0,31,10,1,7,7,42
177,50,1,49,0.02,16,18,806616.1597586316,20.72,38.6,16,18,1,22,0,0,22,0,27,10,1,7,7,42
178,50,0,50,0.0,16,18,805303.5667445423,20.72,38.6,16,18,0,27,0,0,27,0,23,10,1,7,7,42
179,50,0,50,0.0,16,18,803961.1434993118,20.72,38.6,16,18,0,28,0,0,28,0,22,10,1,7,7,42
180,50,1,49,0.02,16,18,802588.3844418034,20.68,38.48,16,18,1,32,0,0,32,0,17,10,1,7,7,42
181,50,0,50,0.0,16,18,801184.778310284,20.68,38.48,16,18,0,29,0,0,29,0,21,10,1,7,7,42
182,50,0,50,0.0,16,18,799749.8081306869,20.68,38.48,16,18,0,20,0,0,20,0,30,10,1,7,7,42
183,50,0,50,0.0,16,18,798282.951184877,20.68,38.48,16,18,0,24,0,0,24,0,26,10,1,7,7,42
184,50,0,50,0.0,16,18,796783.6789789161,20.68,38.48,16,18,0,21,0,0,21,0,29,10,1,7,7,42
185,50,0,50,0.0,16,18,795251.457211328,20.68,38.48,16,18,0,21,0,0,21,0,29,10,1,7,7,42
186,50,0,50,0.0,16,18,793685.7457413621,20.68,38.48,16,18,0,28,0,0,28,0,22,10,1,7,7,42
187,50,3,47,0.06,16,18,792085.9985572592,20.6,38.34,16,18,3,20,0,0,20,0,27,10,1,7,7,42
188,50,3,47,0.06,16,18,790451.663744516,20.54,38.16,16,18,3,25,0,0,25,0,22,10,1,7,7,42
189,50,4,46,0.08,16,18,788782.18345415,20.44,38.22,16,18,4,26,0,0,26,0,20,10,1,7,7,42
190,50,2,48,0.04,16,18,787076.9938709644,20.28,38.02,15,18,2,22,0,0,22,0,26,10,1,7,7,42
191,50,1,49,0.02,16,18,785335.5251818122,20.26,37.58,15,18,1,27,0,0,27,0,22,10,1,7,7,42
192,50,3,47,0.06,16,18,783557.2015438627,20.22,37.18,15,18,3,26,0,0,26,0,21,10,1,7,7,42
193,50,3,47,0.06,16,17,740400.5598575326,19.92,36.86,15,18,3,28,0,0,28,0,19,11,0,6,6,41
194,50,3,47,0.06,12,13,566870.6060458462,19.78,36.62,12,13,3,20,0,0,20,0,27,7,0,6,6,45
195,50,10,40,0.2,12,13,565444.5916447742,19.56,34.38,12,13,10,28,1,0,29,0,11,7,0,6,6,45
196,50,3,47,0.06,12,13,564045.8235636331,19.46,34.2,12,13,3,21,2,0,23,0,24,7,0,6,6,45
197,50,6,44,0.12,12,13,562618.2160411688,19.36,34.04,12,13,6,18,1,0,19,0,25,7,0,6,6,45
198,50,6,44,0.12,12,13,561161.3254052479,19.14,33.96,12,13,6,13,0,1,13,0,30,7,0,6,6,45
199,50,11,39,0.22,12,13,559674.7034565279,18.7,33.66,12,13,10,18,0,0,18,0,21,7,0,6,6,45
200,50,9,41,0.18,12,13,558157.8974454784,18.3,33.1,12,13,9,22,0,1,22,0,18,7,0,6,6,45
