run_id,timestamp,seed,mode,objective_mode,initial_conflicts,stage1_conflicts,final_conflicts,runtime,git_commit
20260912_174204_152_paper_strict_raw_equation_seed2025_01f04b03,2026-09-12T17:42:35.216018+08:00,2025,paper_strict,raw_equation,130,102,14,31.058942799998476,01f04b03fa37cceb353a37ca2ace0ffe44ef9b86
