scheduler_mode,seed,n_jobs,paper_objective_scale_mode,NP,Ngen_max_stage1,Ngen_max_stage2,stage2_skipped,initial_conflicts_uncertain,initial_conflicts_without_uncertainty,initial_conflict_points_uncertain,initial_conflict_pairs_uncertain,final_conflicts_two_stage,final_conflicts_one_stage,final_conflict_points_two_stage,final_conflict_points_one_stage,final_conflict_pairs_two_stage,final_conflict_pairs_one_stage,stage1_key_flight_count,stage1_initial_conflict_points,stage1_final_conflict_points,stage2_initial_conflict_points,stage2_final_conflict_points,stage1_fata_time,stage2_fata_time,final_fitness,final_paper_fitness,changed_flight_count_two_stage,changed_flight_count_one_stage,delayed_flight_count,stage1_strategy_combination_count,stage2_strategy_combination_count,stage1_schedule_only_count,stage1_actual_rerouted_flight_count,stage2_actual_rerouted_flight_count,stage2_modified_flight_count,stage2_newly_changed_flight_count,advanced_flight_count,mean_absolute_atd_shift,max_absolute_atd_shift,large_advance_without_delay_observed,final_Tdelay,final_Tair,final_ORISK,final_n_delay,final_n_battery,stage1_strategy_schedule_count,stage1_strategy_speed_count,stage1_strategy_reroute_count,stage2_strategy_schedule_count,stage2_strategy_speed_count,stage2_strategy_reroute_count,runtime_seconds,total_runtime
paper_strict,2025,8,raw_equation,50,200,200,False,130,99,130,85,18,98,18,98,18,56,10,130,98,98,18,123.24280279999948,229.5323176999991,844927.9789013348,844927.9789013348,70,10,22,7,31,1,1,15,60,60,12,336.92198030573024,1800.0,False,33692.19803057303,64406.43698749349,1156.2379251571047,22,3,8,9,1,26,41,40,361.9182828999983,361.9182828999983
