plan_a,plan_b,cell_x,cell_y,cell_z,idx_a,idx_b,time_a,time_b,time_gap,time_diff,required_gap,conflict_type
1,85,56,0,1,58,55,1115.0683331311498,1109.5219852898256,5.546347841324177,5.546347841324177,20.0,deterministic
38,40,33,31,2,21,20,914.5428849484113,925.4849696824301,-10.942084734018863,10.942084734018863,20.0,deterministic
2,53,23,31,2,28,23,1375.8626959334144,1360.116347430489,15.746348502925457,15.746348502925457,20.0,deterministic
2,53,22,30,2,29,24,1392.1237790093965,1374.2840529029322,17.83972610646424,17.83972610646424,20.0,deterministic
2,53,21,29,2,30,25,1408.3848620853785,1388.4517583753754,19.933103710003024,19.933103710003024,20.0,deterministic
3,16,34,29,1,15,28,1268.1010697679676,1263.621578362747,4.479491405220642,4.479491405220642,20.0,deterministic
3,89,35,30,1,16,19,1280.7069174828061,1274.3945911249407,6.312326357865459,6.312326357865459,20.0,deterministic
4,56,15,26,2,5,32,1336.2934793474717,1326.4095456030425,9.883933744429214,9.883933744429214,20.0,deterministic
4,64,23,17,2,14,35,1464.192177977143,1463.3812209277542,0.8109570493888896,0.8109570493888896,20.0,deterministic
4,64,24,17,2,15,34,1474.5788700642763,1455.0636301878121,19.515239876464193,19.515239876464193,20.0,deterministic
4,62,41,8,2,32,41,1698.4780315830658,1700.8200747132917,-2.342043130225875,2.342043130225875,20.0,deterministic
5,85,48,1,1,8,47,995.7932793722578,1013.5582618073773,-17.764982435119578,17.764982435119578,20.0,deterministic
5,85,47,1,1,9,46,1006.8465018755883,1002.1533072300915,4.69319464549676,4.69319464549676,20.0,deterministic
7,27,35,46,2,23,33,1635.050503463345,1645.1378561993897,-10.08735273604475,10.08735273604475,20.0,deterministic
8,30,28,54,1,5,38,977.6329778285742,983.4581359671595,-5.825158138585266,5.825158138585266,20.0,deterministic
8,56,13,38,2,21,20,1183.1841046596815,1199.2287447866872,-16.044640127005778,16.044640127005778,20.0,deterministic
9,63,29,4,0,1,0,1059.7478600081095,1076.6125700773841,-16.86471006927468,16.86471006927468,20.0,deterministic
11,82,35,45,1,11,35,1343.0582189303288,1338.2606250018844,4.797593928444485,4.797593928444485,20.0,deterministic
16,89,33,32,1,31,21,1298.7282038548763,1308.275486864461,-9.547283009584817,9.547283009584817,20.0,deterministic
13,23,37,36,1,11,27,653.8886664875179,658.268907877262,-4.380241389744128,4.380241389744128,20.0,deterministic
70,87,18,26,1,31,25,685.9803256495026,694.3150339023582,-8.334708252855648,8.334708252855648,20.0,deterministic
70,87,14,26,1,35,29,728.4870633168729,732.5777147486465,-4.090651431773608,4.090651431773608,20.0,deterministic
70,87,13,26,1,36,30,737.2904969339029,742.1433849602186,-4.852888026315668,4.852888026315668,20.0,deterministic
15,23,37,51,2,28,42,818.8726404355599,819.3076887924751,-0.4350483569152175,0.4350483569152175,20.0,deterministic
49,65,41,16,1,16,7,757.2289628412968,754.718494149116,2.5104686921807797,2.5104686921807797,20.0,deterministic
16,89,34,31,1,30,20,1284.1865634468834,1291.3350389947009,-7.1484755478174975,7.1484755478174975,20.0,deterministic
18,97,45,15,1,5,7,1180.697570634924,1194.7931403270288,-14.095569692104846,14.095569692104846,20.0,deterministic
29,73,45,16,1,16,5,1402.800579307038,1396.8739117386697,5.92666756836843,5.92666756836843,20.0,deterministic
29,73,44,17,1,17,6,1414.7076309567178,1414.6894150324563,0.01821592426153984,0.01821592426153984,20.0,deterministic
39,81,37,35,1,30,34,1698.7193284642694,1701.938078693612,-3.218750229342504,3.218750229342504,20.0,deterministic
45,66,37,30,1,34,28,920.2279007777644,927.6707947340255,-7.442893956261173,7.442893956261173,20.0,deterministic
28,62,24,43,2,17,6,1297.8460534842998,1292.305019952633,5.541033531666699,5.541033531666699,20.0,deterministic
31,83,30,39,2,12,20,1396.0909211334506,1376.2214631209295,19.869458012521136,19.869458012521136,20.0,deterministic
33,48,11,19,2,35,10,749.3592221167798,761.1341079446157,-11.774885827835874,11.774885827835874,20.0,deterministic
53,64,11,16,2,38,47,1560.1830549400627,1566.6375686978115,-6.454513757748828,6.454513757748828,20.0,deterministic
36,94,37,19,2,16,19,587.5934930673048,581.8482588117785,5.745234255526384,5.745234255526384,20.0,deterministic
