flight_id,degree,weighted_degree,degree_centrality,closeness,betweenness,pagerank,collective_influence,weighted_collective_influence
94,1,1,0.010101010101010102,0.016161616161616165,0.0,0.00863375630340135,0.0,2.0
97,1,1,0.010101010101010102,0.036137775268210055,0.0,0.008117283834179269,0.0,2.0
30,1,1,0.010101010101010102,0.0430976430976431,0.0,0.007849636487470004,0.0,2.0
9,1,1,0.010101010101010102,0.03878787878787879,0.0,0.007793925535171114,0.0,2.0
22,1,1,0.010101010101010102,0.01346801346801347,0.0,0.009886254583696158,0.0,1.0
48,1,1,0.010101010101010102,0.01346801346801347,0.0,0.009886254583696158,0.0,1.0
77,2,22,0.020202020202020204,0.020202020202020204,0.00020614306328592042,0.018738402257511406,0.0,0.0
85,2,4,0.020202020202020204,0.020202020202020204,0.00020614306328592042,0.018738402257511406,0.0,0.0
33,2,2,0.020202020202020204,0.020202020202020204,0.00020614306328592042,0.018738402257511406,0.0,0.0
20,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
26,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
34,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
37,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
44,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
45,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
66,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
86,1,1,0.010101010101010102,0.010101010101010102,0.0,0.012836970474967903,0.0,0.0
12,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
17,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
19,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
21,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
25,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
32,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
35,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
42,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
43,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
46,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
47,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
50,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
51,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
54,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
58,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
60,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
67,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
71,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
72,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
74,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
79,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
84,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
90,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
93,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
96,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
98,0,0,0.0,0.0,0.0,0.0019255455712451864,0.0,0.0
