action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,60,44,42,51,50,True,False,9.519299999737996,pairs_decreased,1,0,1,stage2_independent_matching,0,0,60-89,1,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,60,89,speed,60,51,50,44,42
cruise_level,2,42,41,50,46,True,False,8.552599999802624,pairs_decreased,4,0,0,stage2_independent_matching,1,0,2-59,1,cluster,reroute,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.325,0.55,1,0,2,59,reroute,2,50,46,42,41
cruise_level,3,41,41,46,46,False,True,7.747900000140362,rollback,1,0,1,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,,,,2,0,3,65,reroute,3,46,46,41,41
cruise_level,3,41,40,46,45,True,False,7.753000000320753,pairs_decreased,1,0,0,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,1,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,2,0,3,65,reroute,3,46,45,41,40
delay,6,40,40,45,45,False,True,7.407500000226719,rollback,1,1,0,stage2_independent_matching,3,0,6-11,1,crossing,delay,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,45,40,40
delay,11,40,42,45,47,False,True,8.019299999887153,rollback,1,1,2,stage2_independent_matching,3,0,6-11,1,crossing,delay,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,11,45,47,40,42
delay,6,40,41,45,47,False,True,8.946500000092783,rollback,1,0,2,stage2_independent_matching,3,0,6-11,1,crossing,delay,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,47,40,41
delay,6,40,42,45,50,False,True,9.216700000251876,rollback,1,0,3,stage2_independent_matching,3,0,6-11,1,crossing,delay,3,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,50,40,42
delay,6,40,43,45,53,False,True,9.24120000036055,rollback,1,0,4,stage2_independent_matching,3,0,6-11,1,crossing,delay,4,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,53,40,43
delay,6,40,41,45,50,False,True,23.570199999994657,rollback,1,0,2,stage2_independent_matching,3,0,6-11,1,crossing,delay,5,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,50,40,41
delay,6,40,40,45,45,False,True,8.86239999999816,rollback,1,0,1,stage2_independent_matching,3,0,6-11,1,crossing,delay,6,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,3,0,6,11,delay,6,45,45,40,40
delay,6,40,39,45,44,True,False,9.574799999882089,pairs_decreased,1,0,0,stage2_independent_matching,3,0,6-11,1,crossing,delay,7,0.25,0.6,0.15,ADM_ref6_independent_matching,0.625,0.3,0.075,3,0,6,11,delay,6,45,44,40,39
speed,9,39,40,44,45,False,True,9.099699999751465,rollback,1,1,1,stage2_independent_matching,4,0,9-12,1,crossing,speed,0,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,44,45,39,40
speed,9,39,39,44,44,False,True,9.019200000238925,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,1,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,44,44,39,39
speed,9,39,39,44,44,False,True,9.118700000271929,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,2,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,44,44,39,39
speed,12,39,39,44,44,False,True,8.630700000139768,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,3,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,44,44,39,39
speed,12,39,39,44,44,False,True,8.686500000294473,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,4,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,44,44,39,39
speed,9,39,39,44,44,False,True,9.61860000006709,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,5,0.625,0.3,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,44,44,39,39
