run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,0,11,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,2,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,4,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,6,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,6,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,6,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,7,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,8,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,8,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,10,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,10,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,10,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,11,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,12,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,12,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,13,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,13,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,14,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,14,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,17,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,17,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,18,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,18,74,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,19,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,19,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,23,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,24,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,25,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,25,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,27,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,30,31,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,31,97,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,32,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,33,77,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,33,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,34,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,35,83,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,38,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,39,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,40,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,42,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,42,62,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,42,99,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,44,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,44,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,44,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,45,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,45,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,47,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,49,83,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,50,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,51,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,57,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,58,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,59,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,61,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,65,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,66,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,69,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,69,92,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,70,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,70,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,75,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,76,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,78,85,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,83,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,87,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,89,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,112,97,98,1
