run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,11,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,74,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,31,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,97,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,77,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,83,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,38,56,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,62,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,99,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,83,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,59,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,61,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,92,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,78,85,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,83,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,87,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,89,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,97,98,1
