action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,2,44,43,51,47,True,False,8.67580000021917,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,2,51,47,44,43
cruise_level,27,43,43,47,52,False,True,8.045799999763403,rollback,2,7,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,47,52,43,43
cruise_level,27,43,43,47,46,False,True,7.47380000029807,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,47,46,43,43
cruise_level,27,43,43,47,46,False,True,7.477000000108092,rollback,2,1,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,reroute,27,47,46,43,43
cruise_level,54,43,42,47,45,True,False,9.299000000282831,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,reroute,3,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.3,0.575,1,0,27,54,reroute,54,47,45,43,42
cruise_level,37,42,40,45,42,True,False,20.245499999873573,pairs_decreased,2,1,0,stage2_independent_matching,2,0,37-76,2,crossing,reroute,0,0.125,0.3,0.575,ADM_ref6_independent_matching,0.0625,0.15,0.7875,2,0,37,76,reroute,37,45,42,42,40
delay,42,40,40,42,42,False,True,7.707400000072084,rollback,2,2,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,0,0.25,0.65,0.1,ADM_ref6_independent_matching,,,,3,0,42,78,delay,42,42,42,40,40
delay,78,40,39,42,40,True,False,7.849200000237033,pairs_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,delay,1,0.25,0.65,0.1,ADM_ref6_independent_matching,0.625,0.325,0.05,3,0,42,78,delay,78,42,40,40,39
cruise_level,55,39,38,40,38,True,False,8.608300000105373,pairs_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,40,38,39,38
cruise_level,3,38,38,38,38,False,True,8.127899999635702,rollback,1,0,1,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,3,65,reroute,3,38,38,38,38
cruise_level,3,38,37,38,37,True,False,7.599199999731354,pairs_decreased,1,0,0,stage2_independent_matching,5,0,3-65,1,head_to_head,reroute,1,0.075,0.075,0.85,ADM_ref6_independent_matching,0.0375,0.0375,0.925,5,0,3,65,reroute,3,38,37,38,37
cruise_level,6,37,36,37,36,True,False,8.463899999696878,pairs_decreased,1,0,0,stage2_independent_matching,6,0,6-11,1,crossing,reroute,0,0.0625,0.15,0.7875,ADM_ref6_independent_matching,0.03125,0.075,0.89375,6,0,6,11,reroute,6,37,36,37,36
cruise_level,9,36,35,36,35,True,False,8.488800000122865,pairs_decreased,1,0,0,stage2_independent_matching,7,0,9-12,1,crossing,reroute,0,0.03125,0.075,0.89375,ADM_ref6_independent_matching,0.015625,0.0375,0.946875,7,0,9,12,reroute,9,36,35,36,35
delay,13,35,36,35,36,False,True,8.035199999994802,rollback,1,1,1,stage2_independent_matching,8,0,13-45,1,cluster,delay,0,0.625,0.325,0.05,ADM_ref6_independent_matching,,,,8,0,13,45,delay,13,35,36,35,36
delay,45,35,34,35,34,True,False,8.715299999948911,pairs_decreased,1,0,0,stage2_independent_matching,8,0,13-45,1,cluster,delay,1,0.625,0.325,0.05,ADM_ref6_independent_matching,0.8125,0.1625,0.025,8,0,13,45,delay,45,35,34,35,34
cruise_level,13,34,34,34,37,False,True,7.720699999936187,rollback,1,4,0,stage2_independent_matching,9,0,13-59,1,crossing,reroute,0,0.015625,0.0375,0.946875,ADM_ref6_independent_matching,,,,9,0,13,59,reroute,13,34,37,34,34
cruise_level,13,34,33,34,33,True,False,7.615500000156317,pairs_decreased,1,0,0,stage2_independent_matching,9,0,13-59,1,crossing,reroute,1,0.015625,0.0375,0.946875,ADM_ref6_independent_matching,0.0078125,0.01875,0.9734375,9,0,13,59,reroute,13,34,33,34,33
cruise_level,14,33,31,33,31,True,False,10.163399999782996,pairs_decreased,1,0,0,stage2_independent_matching,10,0,14-40,1,crossing,reroute,0,0.0078125,0.01875,0.9734375,ADM_ref6_independent_matching,0.00390625,0.009375,0.98671875,10,0,14,40,reroute,14,33,31,33,31
cruise_level,15,31,30,31,30,True,False,21.222100000159116,pairs_decreased,1,0,1,stage2_independent_matching,11,0,15-67,1,crossing,reroute,0,0.00390625,0.009375,0.98671875,ADM_ref6_independent_matching,0.001953125,0.0046875,0.993359375,11,0,15,67,reroute,15,31,30,31,30
cruise_level,15,30,29,30,29,True,False,8.44280000001163,pairs_decreased,1,0,0,stage2_independent_matching,12,0,15-75,1,crossing,reroute,0,0.001953125,0.0046875,0.993359375,ADM_ref6_independent_matching,0.0009765625,0.00234375,0.9966796875,12,0,15,75,reroute,15,30,29,30,29
cruise_level,19,29,28,29,28,True,False,8.352199999990262,pairs_decreased,1,0,0,stage2_independent_matching,13,0,19-71,1,crossing,reroute,0,0.0009765625,0.00234375,0.9966796875,ADM_ref6_independent_matching,0.00048828125,0.001171875,0.99833984375,13,0,19,71,reroute,19,29,28,29,28
cruise_level,22,28,26,28,26,True,False,8.444199999757984,pairs_decreased,1,0,0,stage2_independent_matching,14,0,22-32,1,crossing,reroute,0,0.00048828125,0.001171875,0.99833984375,ADM_ref6_independent_matching,0.000244140625,0.0005859375,0.999169921875,14,0,22,32,reroute,22,28,26,28,26
cruise_level,23,26,25,26,25,True,False,8.337699999628967,pairs_decreased,1,0,0,stage2_independent_matching,15,0,23-35,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,0.01875,0.01875,0.9625,15,0,23,35,reroute,23,26,25,26,25
cruise_level,24,25,24,25,24,True,False,7.74409999985437,pairs_decreased,1,0,0,stage2_independent_matching,16,0,24-94,1,head_to_head,reroute,0,0.01875,0.01875,0.9625,ADM_ref6_independent_matching,0.009375,0.009375,0.98125,16,0,24,94,reroute,24,25,24,25,24
cruise_level,28,24,23,24,23,True,False,8.668099999795231,pairs_decreased,1,0,0,stage2_independent_matching,17,0,28-45,1,crossing,reroute,0,0.000244140625,0.0005859375,0.999169921875,ADM_ref6_independent_matching,0.0001220703125,0.00029296875,0.9995849609375,17,0,28,45,reroute,28,24,23,24,23
cruise_level,29,23,22,23,22,True,False,8.070000000316213,pairs_decreased,1,0,1,stage2_independent_matching,18,0,29-41,1,head_to_head,reroute,0,0.009375,0.009375,0.98125,ADM_ref6_independent_matching,0.0046875,0.0046875,0.990625,18,0,29,41,reroute,29,23,22,23,22
cruise_level,29,22,21,22,21,True,False,7.991400000264548,pairs_decreased,1,0,0,stage2_independent_matching,19,0,29-37,1,crossing,reroute,0,0.0001220703125,0.00029296875,0.9995849609375,ADM_ref6_independent_matching,6.103515625e-05,0.000146484375,0.99979248046875,19,0,29,37,reroute,29,22,21,22,21
cruise_level,32,21,21,21,21,False,True,8.278300000256422,rollback,1,0,1,stage2_independent_matching,20,0,32-35,1,crossing,reroute,0,6.103515625e-05,0.000146484375,0.99979248046875,ADM_ref6_independent_matching,,,,20,0,32,35,reroute,32,21,21,21,21
cruise_level,32,21,20,21,20,True,False,23.599300000114454,pairs_decreased,1,0,0,stage2_independent_matching,20,0,32-35,1,crossing,reroute,1,6.103515625e-05,0.000146484375,0.99979248046875,ADM_ref6_independent_matching,3.0517578125e-05,7.32421875e-05,0.999896240234375,20,0,32,35,reroute,32,21,20,21,20
cruise_level,33,20,19,20,19,True,False,7.813400000031834,pairs_decreased,1,0,0,stage2_independent_matching,21,0,33-62,1,crossing,reroute,0,3.0517578125e-05,7.32421875e-05,0.999896240234375,ADM_ref6_independent_matching,1.52587890625e-05,3.662109375e-05,0.9999481201171875,21,0,33,62,reroute,33,20,19,20,19
cruise_level,34,19,20,19,24,False,True,7.829099999980826,rollback,1,0,2,stage2_independent_matching,22,0,34-61,1,crossing,reroute,0,1.52587890625e-05,3.662109375e-05,0.9999481201171875,ADM_ref6_independent_matching,,,,22,0,34,61,reroute,34,19,24,19,20
cruise_level,34,19,18,19,18,True,False,7.5239999996483675,pairs_decreased,1,0,0,stage2_independent_matching,22,0,34-61,1,crossing,reroute,1,1.52587890625e-05,3.662109375e-05,0.9999481201171875,ADM_ref6_independent_matching,7.62939453125e-06,1.8310546875e-05,0.9999740600585938,22,0,34,61,reroute,34,19,18,19,18
cruise_level,35,18,17,18,17,True,False,8.315699999911885,pairs_decreased,1,0,0,stage2_independent_matching,23,0,35-67,1,head_to_head,reroute,0,0.0046875,0.0046875,0.990625,ADM_ref6_independent_matching,0.00234375,0.00234375,0.9953125,23,0,35,67,reroute,35,18,17,18,17
cruise_level,37,17,17,17,17,False,True,7.859499999995023,rollback,1,1,0,stage2_independent_matching,24,0,37-76,1,crossing,reroute,0,7.62939453125e-06,1.8310546875e-05,0.9999740600585938,ADM_ref6_independent_matching,,,,24,0,37,76,reroute,37,17,17,17,17
cruise_level,37,17,18,17,18,False,True,7.556799999747454,rollback,1,1,1,stage2_independent_matching,24,0,37-76,1,crossing,reroute,1,7.62939453125e-06,1.8310546875e-05,0.9999740600585938,ADM_ref6_independent_matching,,,,24,0,37,76,reroute,37,17,18,17,18
cruise_level,76,17,17,17,17,False,True,7.5095999995937746,rollback,1,1,0,stage2_independent_matching,24,0,37-76,1,crossing,reroute,2,7.62939453125e-06,1.8310546875e-05,0.9999740600585938,ADM_ref6_independent_matching,,,,24,0,37,76,reroute,76,17,17,17,17
cruise_level,76,17,16,17,16,True,False,7.659800000055839,pairs_decreased,1,0,0,stage2_independent_matching,24,0,37-76,1,crossing,reroute,3,7.62939453125e-06,1.8310546875e-05,0.9999740600585938,ADM_ref6_independent_matching,3.814697265625e-06,9.1552734375e-06,0.9999870300292969,24,0,37,76,reroute,76,17,16,17,16
cruise_level,38,16,17,16,17,False,True,8.323799999743642,rollback,1,0,2,stage2_independent_matching,25,0,38-78,1,crossing,reroute,0,3.814697265625e-06,9.1552734375e-06,0.9999870300292969,ADM_ref6_independent_matching,,,,25,0,38,78,reroute,38,16,17,16,17
cruise_level,38,16,15,16,15,True,False,7.83480000018244,pairs_decreased,1,0,0,stage2_independent_matching,25,0,38-78,1,crossing,reroute,1,3.814697265625e-06,9.1552734375e-06,0.9999870300292969,ADM_ref6_independent_matching,1.9073486328125e-06,4.57763671875e-06,0.9999935150146484,25,0,38,78,reroute,38,16,15,16,15
cruise_level,39,15,14,15,14,True,False,7.74360000013985,pairs_decreased,1,0,1,stage2_independent_matching,26,0,39-52,1,head_to_head,reroute,0,0.00234375,0.00234375,0.9953125,ADM_ref6_independent_matching,0.001171875,0.001171875,0.99765625,26,0,39,52,reroute,39,15,14,15,14
cruise_level,22,14,14,14,14,True,False,12.804099999812024,soft_decreased,1,0,1,stage2_independent_matching,27,0,22-39,1,crossing,reroute,0,1.9073486328125e-06,4.57763671875e-06,0.9999935150146484,ADM_ref6_independent_matching,9.5367431640625e-07,2.288818359375e-06,0.9999967575073242,27,0,22,39,reroute,22,14,14,14,14
cruise_level,22,14,14,14,14,False,True,7.922299999790994,rollback,1,0,1,stage2_independent_matching,28,0,22-75,1,crossing,reroute,0,9.5367431640625e-07,2.288818359375e-06,0.9999967575073242,ADM_ref6_independent_matching,,,,28,0,22,75,reroute,22,14,14,14,14
cruise_level,22,14,14,14,14,False,True,7.722199999989243,rollback,1,1,0,stage2_independent_matching,28,0,22-75,1,crossing,reroute,1,9.5367431640625e-07,2.288818359375e-06,0.9999967575073242,ADM_ref6_independent_matching,,,,28,0,22,75,reroute,22,14,14,14,14
cruise_level,22,14,14,14,14,False,True,7.868300000154704,rollback,1,0,1,stage2_independent_matching,28,0,22-75,1,crossing,reroute,2,9.5367431640625e-07,2.288818359375e-06,0.9999967575073242,ADM_ref6_independent_matching,,,,28,0,22,75,reroute,22,14,14,14,14
