flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,2,6.0,2,False
1,0,0.0,0,False
2,0,0.0,0,False
3,2,7.0,2,False
4,2,3.0,2,False
5,0,0.0,0,False
6,0,0.0,0,False
7,0,0.0,0,False
8,1,0.0,1,False
9,2,6.0,11,False
10,0,0.0,0,False
11,2,2.0,2,False
12,2,3.0,3,False
13,1,0.0,1,False
14,0,0.0,0,False
15,2,5.0,4,False
16,4,15.0,5,True
17,4,15.0,4,True
18,1,0.0,15,False
19,3,4.0,3,False
20,1,0.0,2,False
21,0,0.0,0,False
22,2,8.0,5,False
23,1,0.0,1,False
24,1,0.0,15,False
25,2,3.0,3,False
26,3,10.0,4,True
27,1,0.0,1,False
28,1,0.0,1,False
29,2,5.0,2,False
30,3,20.0,3,True
31,3,4.0,8,False
32,3,8.0,5,False
33,1,0.0,1,False
34,1,0.0,1,False
35,2,0.0,2,False
36,1,0.0,2,False
37,1,0.0,1,False
38,2,3.0,2,False
39,0,0.0,0,False
40,1,0.0,1,False
41,1,0.0,3,False
42,3,6.0,5,False
43,2,7.0,4,False
44,3,8.0,4,False
45,0,0.0,0,False
46,3,14.0,5,True
47,1,0.0,1,False
48,1,0.0,1,False
49,1,0.0,1,False
50,1,0.0,1,False
51,3,4.0,4,False
52,2,1.0,3,False
53,0,0.0,0,False
54,2,3.0,4,False
55,0,0.0,0,False
56,2,3.0,2,False
57,3,12.0,5,True
58,2,0.0,2,False
59,1,0.0,1,False
60,0,0.0,0,False
61,0,0.0,0,False
62,0,0.0,0,False
63,1,0.0,2,False
64,2,4.0,4,False
65,1,0.0,1,False
66,0,0.0,0,False
67,2,7.0,4,False
68,0,0.0,0,False
69,2,6.0,11,False
70,5,20.0,7,True
71,3,18.0,7,True
72,1,0.0,1,False
73,1,0.0,1,False
74,1,0.0,2,False
75,1,0.0,1,False
76,2,0.0,2,False
77,0,0.0,0,False
78,3,6.0,5,False
79,4,21.0,6,True
80,0,0.0,0,False
81,2,3.0,4,False
82,0,0.0,0,False
83,0,0.0,0,False
84,1,0.0,1,False
85,1,0.0,1,False
86,2,7.0,2,False
87,0,0.0,0,False
88,2,3.0,6,False
89,0,0.0,0,False
90,0,0.0,0,False
91,0,0.0,0,False
92,2,2.0,5,False
93,3,2.0,4,False
94,1,0.0,1,False
95,2,6.0,2,False
96,1,0.0,2,False
97,3,10.0,3,True
98,1,0.0,3,False
99,1,0.0,1,False
