run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,1,69,24.0,4,4,4,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,2,16,16.0,3,3,3,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,3,4,14.0,3,3,3,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,4,54,14.0,3,3,3,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,5,9,12.0,3,3,3,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,6,31,12.0,4,4,4,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,7,40,12.0,4,9,9,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,8,37,10.0,3,3,3,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,9,32,8.0,2,2,2,28
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,10,99,8.0,3,3,3,28
