run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,55,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,9,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,16,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,25,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,34,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,10,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,62,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,80,7
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,18,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,40,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,48,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,84,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,78,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,51,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,62,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,63,79,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,91,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,69,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,76,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,86,92,1
