action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
cruise_level,60,45,42,52,49,True,False,8.354999999937718,pairs_decreased,1,0,0,stage2_independent_matching,0,0,60-89,1,cluster,reroute,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.15,0.6,0,0,60,89,reroute,60,52,49,45,42
cruise_level,2,42,41,49,45,True,False,7.7212999999574095,pairs_decreased,4,0,0,stage2_independent_matching,1,0,2-59,1,cluster,reroute,0,0.25,0.15,0.6,ADM_ref6_independent_matching,0.125,0.075,0.8,1,0,2,59,reroute,2,49,45,42,41
cruise_level,3,41,41,45,45,False,True,8.248899999671266,rollback,1,0,1,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,,,,2,0,3,65,reroute,3,45,45,41,41
cruise_level,3,41,40,45,44,True,False,8.716400000139402,pairs_decreased,1,0,0,stage2_independent_matching,2,0,3-65,1,head_to_head,reroute,1,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,2,0,3,65,reroute,3,45,44,41,40
speed,6,40,39,44,43,True,False,23.793800000021292,pairs_decreased,1,0,0,stage2_independent_matching,3,0,6-11,1,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.8,0.075,3,0,6,11,speed,6,44,43,40,39
speed,9,39,40,43,44,False,True,8.442700000159675,rollback,1,1,1,stage2_independent_matching,4,0,9-12,1,crossing,speed,0,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,43,44,39,40
speed,9,39,39,43,43,False,True,8.26809999989564,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,1,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,43,43,39,39
speed,9,39,39,43,43,False,True,8.02800000019488,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,2,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,43,43,39,39
speed,12,39,39,43,43,False,True,8.64400000000387,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,3,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,43,43,39,39
speed,12,39,39,43,43,False,True,8.225399999901128,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,4,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,43,43,39,39
speed,9,39,39,43,43,False,True,8.400100000017119,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,5,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,43,43,39,39
speed,9,39,39,43,43,False,True,8.890000000064902,rollback,1,1,0,stage2_independent_matching,4,0,9-12,1,crossing,speed,6,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,9,43,43,39,39
speed,12,39,41,43,45,False,True,8.7137000000439,rollback,1,1,2,stage2_independent_matching,4,0,9-12,1,crossing,speed,7,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,43,45,39,41
speed,12,39,41,43,45,False,True,8.46350000028906,rollback,1,1,2,stage2_independent_matching,4,0,9-12,1,crossing,speed,8,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,43,45,39,41
speed,12,39,40,43,44,False,True,8.647000000109983,rollback,1,1,1,stage2_independent_matching,4,0,9-12,1,crossing,speed,9,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,speed,12,43,44,39,40
delay,9,39,39,43,43,False,True,9.486499999638909,rollback,1,0,1,stage2_independent_matching,4,0,9-12,1,crossing,delay,0,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,delay,9,43,43,39,39
delay,12,39,41,43,45,False,True,9.166300000288174,rollback,1,0,3,stage2_independent_matching,4,0,9-12,1,crossing,delay,1,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,4,0,9,12,delay,12,43,45,39,41
delay,9,39,38,43,42,True,False,8.378900000025169,pairs_decreased,1,0,0,stage2_independent_matching,4,0,9-12,1,crossing,delay,2,0.125,0.8,0.075,ADM_ref6_independent_matching,0.5625,0.4,0.0375,4,0,9,12,delay,9,43,42,39,38
cruise_level,32,38,36,42,40,True,False,22.82019999984186,pairs_decreased,1,0,0,stage2_independent_matching,5,0,32-35,1,crossing,reroute,0,0.5625,0.4,0.0375,ADM_ref6_independent_matching,0.28125,0.2,0.51875,5,0,32,35,reroute,32,42,40,38,36
cruise_level,35,36,36,40,41,False,True,9.521500000118976,rollback,1,0,1,stage2_independent_matching,6,0,35-67,1,head_to_head,reroute,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,6,0,35,67,reroute,35,40,41,36,36
cruise_level,35,36,35,40,39,True,False,7.964299999912328,pairs_decreased,1,0,0,stage2_independent_matching,6,0,35-67,1,head_to_head,reroute,1,0.075,0.075,0.85,ADM_ref6_independent_matching,0.0375,0.0375,0.925,6,0,35,67,reroute,35,40,39,36,35
cruise_level,46,35,36,39,40,False,True,8.50399999990259,rollback,1,0,2,stage2_independent_matching,7,0,46-63,1,head_to_head,reroute,0,0.0375,0.0375,0.925,ADM_ref6_independent_matching,,,,7,0,46,63,reroute,46,39,40,35,36
cruise_level,46,35,34,39,38,True,False,7.601700000122946,pairs_decreased,1,0,0,stage2_independent_matching,7,0,46-63,1,head_to_head,reroute,1,0.0375,0.0375,0.925,ADM_ref6_independent_matching,0.01875,0.01875,0.9625,7,0,46,63,reroute,46,39,38,35,34
speed,45,34,32,38,36,True,False,7.9762999998820305,pairs_decreased,1,0,0,stage2_independent_matching,8,0,13-45,1,cluster,speed,0,0.125,0.075,0.8,ADM_ref6_independent_matching,0.0625,0.5375,0.4,8,0,13,45,speed,45,38,36,34,32
cruise_level,13,32,32,36,39,False,True,8.066200000030221,rollback,1,4,0,stage2_independent_matching,9,0,13-59,1,crossing,reroute,0,0.28125,0.2,0.51875,ADM_ref6_independent_matching,,,,9,0,13,59,reroute,13,36,39,32,32
cruise_level,13,32,32,36,36,False,True,7.903400000031979,rollback,1,0,1,stage2_independent_matching,9,0,13-59,1,crossing,reroute,1,0.28125,0.2,0.51875,ADM_ref6_independent_matching,,,,9,0,13,59,reroute,13,36,36,32,32
cruise_level,13,32,31,36,35,True,False,7.738999999673979,pairs_decreased,1,0,0,stage2_independent_matching,9,0,13-59,1,crossing,reroute,2,0.28125,0.2,0.51875,ADM_ref6_independent_matching,0.140625,0.1,0.759375,9,0,13,59,reroute,13,36,35,32,31
cruise_level,14,31,30,35,34,True,False,8.498400000007678,pairs_decreased,1,0,1,stage2_independent_matching,10,0,14-40,1,crossing,reroute,0,0.140625,0.1,0.759375,ADM_ref6_independent_matching,0.0703125,0.05,0.8796875,10,0,14,40,reroute,14,35,34,31,30
cruise_level,14,30,29,34,33,True,False,7.540499999777239,pairs_decreased,1,0,0,stage2_independent_matching,11,0,14-60,1,crossing,reroute,0,0.0703125,0.05,0.8796875,ADM_ref6_independent_matching,0.03515625,0.025,0.93984375,11,0,14,60,reroute,14,34,33,30,29
cruise_level,15,29,28,33,32,True,False,11.083999999755179,pairs_decreased,1,0,1,stage2_independent_matching,12,0,15-95,1,crossing,reroute,0,0.03515625,0.025,0.93984375,ADM_ref6_independent_matching,0.017578125,0.0125,0.969921875,12,0,15,95,reroute,15,33,32,29,28
cruise_level,48,28,27,32,31,True,False,20.453399999951216,pairs_decreased,1,0,0,stage2_independent_matching,13,0,48-75,1,crossing,reroute,0,0.017578125,0.0125,0.969921875,ADM_ref6_independent_matching,0.0087890625,0.00625,0.9849609375,13,0,48,75,reroute,48,32,31,28,27
cruise_level,15,27,27,31,31,False,True,8.420399999977235,rollback,1,0,1,stage2_independent_matching,14,0,15-75,1,crossing,reroute,0,0.0087890625,0.00625,0.9849609375,ADM_ref6_independent_matching,,,,14,0,15,75,reroute,15,31,31,27,27
cruise_level,15,27,27,31,31,False,True,8.191899999928864,rollback,1,1,0,stage2_independent_matching,14,0,15-75,1,crossing,reroute,1,0.0087890625,0.00625,0.9849609375,ADM_ref6_independent_matching,,,,14,0,15,75,reroute,15,31,31,27,27
cruise_level,15,27,26,31,30,True,False,8.224300000165385,pairs_decreased,1,0,0,stage2_independent_matching,14,0,15-75,1,crossing,reroute,2,0.0087890625,0.00625,0.9849609375,ADM_ref6_independent_matching,0.00439453125,0.003125,0.99248046875,14,0,15,75,reroute,15,31,30,27,26
cruise_level,16,26,25,30,29,True,False,8.077899999989313,pairs_decreased,1,0,0,stage2_independent_matching,15,0,16-37,1,head_to_head,reroute,0,0.01875,0.01875,0.9625,ADM_ref6_independent_matching,0.009375,0.009375,0.98125,15,0,16,37,reroute,16,30,29,26,25
cruise_level,27,25,25,29,34,False,True,7.636299999830953,rollback,2,7,0,stage2_independent_matching,16,0,27-54,1,crossing,reroute,0,0.00439453125,0.003125,0.99248046875,ADM_ref6_independent_matching,,,,16,0,27,54,reroute,27,29,34,25,25
cruise_level,27,25,25,29,28,False,True,7.732000000032713,rollback,2,1,0,stage2_independent_matching,16,0,27-54,1,crossing,reroute,1,0.00439453125,0.003125,0.99248046875,ADM_ref6_independent_matching,,,,16,0,27,54,reroute,27,29,28,25,25
cruise_level,27,25,25,29,28,False,True,7.652500000403961,rollback,2,1,0,stage2_independent_matching,16,0,27-54,1,crossing,reroute,2,0.00439453125,0.003125,0.99248046875,ADM_ref6_independent_matching,,,,16,0,27,54,reroute,27,29,28,25,25
