segment_id,plan_a,plan_b,conflict_points,start_idx_a,end_idx_a,start_idx_b,end_idx_b,required_shift,cells
0,3,89,1,16,16,19,19,71.13382442097662,35:30:1
1,36,94,1,16,16,19,19,71.80453499533165,37:19:2
2,81,93,1,20,20,37,37,34.419482074501175,40:21:1
