run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,52,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,0,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,18,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,39,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,1,56,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,18,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,33,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,39,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,40,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,50,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,2,57,0,1
