action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
cruise_level,2,44,43,51,47,True,False,8.353700000043318,pairs_decreased,4,0,0,stage2_independent_matching,0,0,2-59,4,cluster,reroute,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.15,0.6,0,0,2,59,reroute,2,51,47,44,43
speed,27,43,44,47,47,False,True,7.984899999883055,rollback,2,0,2,stage2_independent_matching,1,0,27-54,2,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,47,47,43,44
speed,54,43,44,47,48,False,True,8.102499999949941,rollback,2,2,1,stage2_independent_matching,1,0,27-54,2,crossing,speed,1,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,47,48,43,44
speed,27,43,43,47,47,False,True,7.769800000005489,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,2,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,47,47,43,43
speed,54,43,43,47,47,False,True,9.027200000218727,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,3,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,47,47,43,43
speed,27,43,43,47,47,False,True,8.878000000095199,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,4,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,47,47,43,43
speed,54,43,43,47,47,False,True,8.815400000003137,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,5,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,47,47,43,43
speed,27,43,43,47,47,False,True,8.645700000215584,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,6,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,27,47,47,43,43
speed,54,43,43,47,47,False,True,7.867600000281527,rollback,2,2,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,7,0.25,0.6,0.15,ADM_ref6_independent_matching,,,,1,0,27,54,speed,54,47,47,43,43
speed,27,43,42,47,45,True,False,10.678900000129943,pairs_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,8,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.8,0.075,1,0,27,54,speed,27,47,45,43,42
speed,37,42,42,45,46,False,True,20.18660000021555,rollback,2,2,0,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.8,0.075,ADM_ref6_independent_matching,,,,2,0,37,76,speed,37,45,46,42,42
speed,76,42,41,45,43,True,False,7.935899999665708,pairs_decreased,2,0,0,stage2_independent_matching,2,0,37-76,2,crossing,speed,1,0.125,0.8,0.075,ADM_ref6_independent_matching,0.0625,0.9,0.0375,2,0,37,76,speed,76,45,43,42,41
