run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_204155_492_network_reference28_gravity_grid_env2025_traffic2025_856707b5,1,"[45, 39, 2, 54, 18, 55, 56, 91, 15, 94]",0.3719806763285024,0.3880597014925373,82,0.53
20260912_204155_492_network_reference28_gravity_grid_env2025_traffic2025_856707b5,2,"[45, 2, 39, 18, 15, 56, 54, 94, 19, 48]",0.357487922705314,0.3656716417910448,85,0.46
20260912_204155_492_network_reference28_gravity_grid_env2025_traffic2025_856707b5,3,"[2, 45, 39, 31, 15, 56, 63, 53, 94, 48]",0.3333333333333333,0.35074626865671643,87,0.71
