run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,1,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,22,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,0,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,1,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,2,72,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,3,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,3,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,5,13,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,5,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,6,49,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,6,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,7,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,8,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,9,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,9,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,9,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,9,79,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,10,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,13,16,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,13,20,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,13,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,14,46,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,15,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,16,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,18,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,18,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,19,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,19,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,19,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,21,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,23,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,23,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,23,91,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,23,95,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,24,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,28,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,28,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,29,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,30,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,33,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,34,89,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,37,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,38,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,39,54,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,40,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,40,69,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,41,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,42,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,68,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,43,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,44,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,45,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,46,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,47,51,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,48,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,53,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,53,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,55,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,56,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,58,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,59,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,60,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,60,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,60,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,61,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,63,78,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,63,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,64,72,39
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,64,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,64,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,66,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,66,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,67,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,67,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,68,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,68,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,71,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,71,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,72,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,76,97,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,232,84,95,2
