flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,3,16.0,3,True
1,1,0.0,1,False
2,0,0.0,0,False
3,3,10.0,9,False
4,1,0.0,1,False
5,2,0.0,2,False
6,2,7.0,27,False
7,1,0.0,1,False
8,0,0.0,0,False
9,5,20.0,11,True
10,1,0.0,1,False
11,0,0.0,0,False
12,2,9.0,2,False
13,3,2.0,3,False
14,1,0.0,1,False
15,2,10.0,5,False
16,1,0.0,1,False
17,1,0.0,1,False
18,0,0.0,0,False
19,1,0.0,1,False
20,3,8.0,6,False
21,2,2.0,4,False
22,3,16.0,13,True
23,0,0.0,0,False
24,2,0.0,26,False
25,0,0.0,0,False
26,0,0.0,0,False
27,0,0.0,0,False
28,1,0.0,1,False
29,3,0.0,3,False
30,1,0.0,1,False
31,0,0.0,0,False
32,3,6.0,3,False
33,0,0.0,0,False
34,1,0.0,1,False
35,3,10.0,3,False
36,3,0.0,27,False
37,4,6.0,4,False
38,2,8.0,2,False
39,3,10.0,3,False
40,0,0.0,0,False
41,2,1.0,2,False
42,1,0.0,1,False
43,0,0.0,0,False
44,5,40.0,8,True
45,0,0.0,0,False
46,1,0.0,1,False
47,3,20.0,3,True
48,1,0.0,1,False
49,2,5.0,2,False
50,3,16.0,4,False
51,1,0.0,1,False
52,2,6.0,2,False
53,2,15.0,5,False
54,1,0.0,3,False
55,0,0.0,0,False
56,2,8.0,4,False
57,0,0.0,0,False
58,2,8.0,9,False
59,4,24.0,4,True
60,2,1.0,2,False
61,0,0.0,0,False
62,1,0.0,25,False
63,2,10.0,2,False
64,1,0.0,1,False
65,2,3.0,2,False
66,1,0.0,1,False
67,2,11.0,4,False
68,2,7.0,4,False
69,0,0.0,0,False
70,1,0.0,1,False
71,0,0.0,0,False
72,2,7.0,2,False
73,0,0.0,0,False
74,0,0.0,0,False
75,2,7.0,2,False
76,1,0.0,1,False
77,4,33.0,4,True
78,0,0.0,0,False
79,3,16.0,4,False
80,1,0.0,1,False
81,1,0.0,1,False
82,0,0.0,0,False
83,3,18.0,10,True
84,1,0.0,1,False
85,2,8.0,2,False
86,1,0.0,1,False
87,0,0.0,0,False
88,0,0.0,0,False
89,3,4.0,5,False
90,1,0.0,1,False
91,1,0.0,1,False
92,4,21.0,17,True
93,2,3.0,2,False
94,3,16.0,3,False
95,3,16.0,5,False
96,2,2.0,3,False
97,0,0.0,0,False
98,4,30.0,4,True
99,2,4.0,3,False
