run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,68,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,67,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,52,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,80,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,54,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,20,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,75,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,37,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,47,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,29,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,85,14
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,34,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,33,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,34,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,35,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,84,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,37,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,86,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,40,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,90,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,47,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,78,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,52,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,54,85,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,58,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,60,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,64,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,66,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,67,69,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,77,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,78,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,84,89,1
