run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,1,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,2,68,6
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,5,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,6,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,6,67,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,8,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,8,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,9,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,11,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,12,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,12,52,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,12,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,13,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,13,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,15,80,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,18,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,19,54,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,20,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,21,75,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,22,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,22,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,24,37,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,24,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,26,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,27,47,10
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,29,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,31,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,31,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,31,85,14
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,32,34,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,32,37,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,32,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,32,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,33,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,34,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,35,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,36,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,37,84,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,37,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,39,86,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,39,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,40,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,40,48,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,40,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,40,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,42,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,44,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,44,90,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,47,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,50,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,52,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,52,78,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,52,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,53,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,54,85,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,57,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,58,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,60,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,64,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,64,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,66,91,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,67,69,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,72,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,74,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,75,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,77,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,78,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,84,89,1
