run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,1,64,52.0,5,5,5,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,2,78,45.0,4,5,5,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,3,90,40.0,5,6,6,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,4,32,39.0,4,5,5,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,5,37,27.0,4,6,6,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,6,40,24.0,4,4,4,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,7,47,24.0,3,12,12,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,8,52,24.0,4,6,6,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,9,85,18.0,4,18,18,58
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,10,34,15.0,2,3,3,58
