run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,11,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,70,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,18,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,28,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,4,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,13,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,16,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,22,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,52,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,7,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,8,41,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,51,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,29,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,12,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,14,15,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,62,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,18,24
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,68,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,17,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,68,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,18,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,36,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,47,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,63,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,22,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,36,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,33,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,27,51,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,28,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,30,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,31,44,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,32,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,36,57,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,39,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,41,97,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,43,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,44,57,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,45,52,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,48,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,49,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,53,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,55,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,56,61,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,57,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,65,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,68,81,16
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,70,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,71,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,72,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,73,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,74,84,9
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,75,94,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,79,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,80,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,81,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,82,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,94,96,1
