run_id,traffic_seed,grid_x,grid_y,grid_z,distinct_flight_count
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,24,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,34,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,42,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,54,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,0,55,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,0,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,1,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,2,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,3,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,4,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,6,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,8,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,13,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,15,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,16,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,17,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,25,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,28,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,33,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,42,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,46,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,47,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,48,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,49,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,51,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,53,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,1,54,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,0,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,1,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,2,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,3,0,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,5,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,6,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,7,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,8,0,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,8,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,9,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,9,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,10,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,10,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,11,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,11,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,12,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,12,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,13,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,13,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,14,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,14,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,15,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,16,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,17,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,18,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,18,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,19,2,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,20,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,21,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,22,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,26,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,29,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,32,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,37,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,38,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,42,0,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,45,1,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,50,2,47,1,2
