run_id,ci_l,top10_flight_ids,top10_point_coverage,top10_pair_coverage,remaining_edges_after_top10_removal,lcc_ratio_after_top10_removal
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,1,"[93, 74, 62, 64, 5, 48, 96, 46, 80, 67]",0.4603174603174603,0.41333333333333333,44,0.14
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,"[64, 93, 74, 46, 16, 62, 42, 5, 48, 92]",0.5396825396825397,0.5066666666666667,37,0.12
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,"[16, 62, 47, 48, 46, 5, 42, 74, 3, 64]",0.5476190476190477,0.44,42,0.14
