action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,prob_delay_after,prob_speed_after,prob_reroute_after,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs
speed,59,51,50,58,54,True,False,8.283799999844632,local_pair_points_decreased,4,0,2,stage2_independent_matching,0,0,2-59,4,cluster,speed,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0.25,0.65,0.1,0,0,2,59,speed,59,58,54,51,50
speed,54,50,49,54,52,True,False,7.637400000021444,local_pair_points_decreased,2,0,0,stage2_independent_matching,1,0,27-54,2,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,0.125,0.8,0.075,1,0,27,54,speed,54,54,52,50,49
speed,37,49,48,52,50,True,False,7.887199999913719,local_pair_points_decreased,2,0,1,stage2_independent_matching,2,0,37-76,2,crossing,speed,0,0.125,0.8,0.075,ADM_ref6_independent_matching,0.0625,0.9,0.0375,2,0,37,76,speed,37,52,50,49,48
speed,78,48,47,50,48,True,False,9.249499999896216,local_pair_points_decreased,2,0,0,stage2_independent_matching,3,0,42-78,2,cluster,speed,0,0.25,0.65,0.1,ADM_ref6_independent_matching,0.125,0.825,0.05,3,0,42,78,speed,78,50,48,48,47
cruise_level,55,47,46,48,46,True,False,18.303399999695102,local_pair_points_decreased,2,0,0,stage2_independent_matching,4,0,55-77,2,head_to_head,reroute,0,0.15,0.15,0.7,ADM_ref6_independent_matching,0.075,0.075,0.85,4,0,55,77,reroute,55,48,46,47,46
delay,0,46,47,46,49,False,True,7.917899999938527,local_pair_not_improved,1,2,1,stage2_independent_matching,5,0,0-63,1,head_to_head,delay,0,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,0,63,delay,0,46,49,46,47
delay,0,46,47,46,47,False,True,7.652100000086648,local_pair_not_improved,1,1,1,stage2_independent_matching,5,0,0-63,1,head_to_head,delay,1,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,0,63,delay,0,46,47,46,47
delay,63,46,47,46,48,False,True,7.442799999807903,local_pair_not_improved,1,2,1,stage2_independent_matching,5,0,0-63,1,head_to_head,delay,2,0.075,0.075,0.85,ADM_ref6_independent_matching,,,,5,0,0,63,delay,63,46,48,46,47
delay,63,46,44,46,44,True,False,7.51079999963622,local_pair_points_decreased,1,0,1,stage2_independent_matching,5,0,0-63,1,head_to_head,delay,3,0.075,0.075,0.85,ADM_ref6_independent_matching,0.5375,0.0375,0.425,5,0,0,63,delay,63,46,44,46,44
cruise_level,3,44,44,44,44,True,False,8.318099999996775,local_pair_points_decreased,1,0,1,stage2_independent_matching,6,0,3-65,1,head_to_head,reroute,0,0.5375,0.0375,0.425,ADM_ref6_independent_matching,0.26875,0.01875,0.7125,6,0,3,65,reroute,3,44,44,44,44
speed,3,44,43,44,43,True,False,7.981300000210467,local_pair_points_decreased,1,0,0,stage2_independent_matching,7,0,3-79,1,crossing,speed,0,0.0625,0.9,0.0375,ADM_ref6_independent_matching,0.03125,0.95,0.01875,7,0,3,79,speed,3,44,43,44,43
speed,6,43,43,43,43,True,False,8.061199999701785,local_pair_points_decreased,1,0,1,stage2_independent_matching,8,0,6-11,1,crossing,speed,0,0.03125,0.95,0.01875,ADM_ref6_independent_matching,0.015625,0.975,0.009375,8,0,6,11,speed,6,43,43,43,43
delay,6,43,42,43,42,True,False,7.520499999827734,local_pair_points_decreased,1,0,1,stage2_independent_matching,9,0,6-63,1,head_to_head,delay,0,0.26875,0.01875,0.7125,ADM_ref6_independent_matching,0.634375,0.009375,0.35625,9,0,6,63,delay,6,43,42,43,42
speed,6,42,42,42,42,True,False,7.8740999997535255,local_pair_points_decreased,1,0,1,stage2_independent_matching,10,0,6-11,1,crossing,speed,0,0.015625,0.975,0.009375,ADM_ref6_independent_matching,0.0078125,0.9875,0.0046875,10,0,6,11,speed,6,42,42,42,42
cruise_level,6,42,42,42,42,True,False,8.084999999937281,local_pair_points_decreased,1,0,1,stage2_independent_matching,11,0,6-63,1,head_to_head,reroute,0,0.634375,0.009375,0.35625,ADM_ref6_independent_matching,0.3171875,0.0046875,0.678125,11,0,6,63,reroute,6,42,42,42,42
speed,6,42,42,42,42,False,True,8.121400000163703,local_pair_not_improved,1,1,0,stage2_independent_matching,12,0,6-88,1,crossing,speed,0,0.0078125,0.9875,0.0046875,ADM_ref6_independent_matching,,,,12,0,6,88,speed,6,42,42,42,42
speed,6,42,42,42,42,False,True,7.766300000184856,local_pair_not_improved,1,1,0,stage2_independent_matching,12,0,6-88,1,crossing,speed,1,0.0078125,0.9875,0.0046875,ADM_ref6_independent_matching,,,,12,0,6,88,speed,6,42,42,42,42
speed,6,42,42,42,42,False,True,7.8118999999787775,local_pair_not_improved,1,1,0,stage2_independent_matching,12,0,6-88,1,crossing,speed,2,0.0078125,0.9875,0.0046875,ADM_ref6_independent_matching,,,,12,0,6,88,speed,6,42,42,42,42
