action_type,plan_id,old_pairs,new_pairs,old_points,new_points,accepted,rollback,runtime_ms,reason,old_target_points,new_target_points,new_pairs_created_by_action,stage,iter,segment_idx,pair,segment_points,conflict_class,matched_strategy,candidate_rank,prob_delay,prob_speed,prob_reroute,source,round,unit_id,plan_a,plan_b,strategy,actor_flight,old_global_points,new_global_points,old_global_pairs,new_global_pairs,prob_delay_after,prob_speed_after,prob_reroute_after
delay,89,46,46,53,53,False,True,8.604900000136695,rollback,1.0,1.0,0.0,stage2_independent_matching,0,0,60-89,1,cluster,delay,0,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,89,53,53,46,46,,,
delay,89,46,46,53,53,False,True,8.33020000027318,rollback,1.0,1.0,0.0,stage2_independent_matching,0,0,60-89,1,cluster,delay,1,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,89,53,53,46,46,,,
delay,60,46,44,53,52,True,False,7.761899999877642,pairs_decreased,1.0,0.0,1.0,stage2_independent_matching,0,0,60-89,1,cluster,delay,2,0.5,0.3,0.2,ADM_ref6_independent_matching,0,0,60,89,delay,60,53,52,46,44,0.75,0.15,0.1
speed,59,44,43,52,48,True,False,8.91589999991993,pairs_decreased,4.0,0.0,2.0,stage2_independent_matching,1,0,2-59,1,cluster,speed,0,0.75,0.15,0.1,ADM_ref6_independent_matching,1,0,2,59,speed,59,52,48,44,43,0.375,0.575,0.05
delay,65,43,45,48,50,False,True,8.064099999955943,rollback,1.0,1.0,2.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,0,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,50,43,45,,,
delay,65,43,46,48,51,False,True,9.43009999991773,rollback,1.0,1.0,3.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,1,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,51,43,46,,,
delay,3,43,44,48,49,False,True,9.204500000123517,rollback,1.0,0.0,2.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,2,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,49,43,44,,,
delay,3,43,44,48,49,False,True,8.988099999896804,rollback,1.0,0.0,2.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,3,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,49,43,44,,,
delay,3,43,43,48,50,False,True,9.33870000017123,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,4,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,50,43,43,,,
delay,3,43,43,48,50,False,True,12.371799999982613,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,5,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,50,43,43,,,
delay,3,43,43,48,51,False,True,20.171399999981077,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,6,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,51,43,43,,,
delay,3,43,43,48,50,False,True,7.498699999814562,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,7,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,50,43,43,,,
delay,3,43,43,48,48,False,True,7.450800000242452,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,8,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,48,43,43,,,
delay,3,43,43,48,48,False,True,7.854699999825243,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,9,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,48,43,43,,,
delay,3,43,43,48,48,False,True,7.62189999977636,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,10,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,3,48,48,43,43,,,
delay,65,43,46,48,51,False,True,7.745300000351563,rollback,1.0,0.0,4.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,11,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,51,43,46,,,
delay,65,43,44,48,49,False,True,7.896199999777309,rollback,1.0,0.0,2.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,12,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,49,43,44,,,
delay,65,43,43,48,48,False,True,7.9413000003114576,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,13,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,48,43,43,,,
delay,65,43,43,48,48,False,True,8.038499999656779,rollback,1.0,0.0,1.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,14,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,48,43,43,,,
delay,65,43,42,48,47,True,False,7.677399999920453,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,2,0,3-65,1,head_to_head,delay,15,0.15,0.15,0.7,ADM_ref6_independent_matching,2,0,3,65,delay,65,48,47,43,42,0.5750000000000001,0.07500000000000001,0.35000000000000003
delay,92,42,43,47,48,False,True,7.704399999965972,rollback,1.0,1.0,1.0,stage2_independent_matching,3,0,37-92,1,head_to_head,delay,0,0.5750000000000001,0.07500000000000001,0.35000000000000003,ADM_ref6_independent_matching,3,0,37,92,delay,92,47,48,42,43,,,
delay,92,42,43,47,49,False,True,8.191399999759597,rollback,1.0,2.0,1.0,stage2_independent_matching,3,0,37-92,1,head_to_head,delay,1,0.5750000000000001,0.07500000000000001,0.35000000000000003,ADM_ref6_independent_matching,3,0,37,92,delay,92,47,49,42,43,,,
delay,37,42,40,47,44,True,False,8.00440000011804,pairs_decreased,1.0,0.0,1.0,stage2_independent_matching,3,0,37-92,1,head_to_head,delay,2,0.5750000000000001,0.07500000000000001,0.35000000000000003,ADM_ref6_independent_matching,3,0,37,92,delay,37,47,44,42,40,0.7875000000000001,0.037500000000000006,0.17500000000000002
speed,6,40,39,44,43,True,False,8.514000000104716,pairs_decreased,1.0,0.0,0.0,stage2_independent_matching,4,0,6-11,1,crossing,speed,0,0.25,0.6,0.15,ADM_ref6_independent_matching,4,0,6,11,speed,6,44,43,40,39,0.125,0.8,0.075
