generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
1,50,0,0,,24,31,1476655.6981078647,39.6,63.6,24,31,5,0,0,0,0,0,0,9,6,13,16,42
2,50,7,43,0.14,24,31,1476655.6980936148,35.75,53.583333333333336,24,31,7,0,0,0,0,0,43,9,6,13,16,42
3,50,7,43,0.14,24,31,1476655.6979966254,37.64705882352941,61.1764705882353,24,31,7,3,0,0,3,0,40,9,6,13,16,42
4,50,3,47,0.06,24,31,1476655.6976376264,37.85,63.1,24,31,3,2,0,0,2,0,45,9,6,13,16,42
5,50,8,42,0.16,24,31,1476655.6966718687,38.04,62.96,24,31,8,2,0,0,2,0,40,9,6,13,16,42
6,50,5,45,0.1,24,31,1476655.694533963,38.48275862068966,63.62068965517241,24,31,5,4,0,0,4,0,41,9,6,13,16,42
7,50,5,45,0.1,24,31,1476655.690382721,37.3,61.833333333333336,24,31,5,3,0,0,3,0,42,9,6,13,16,42
8,50,5,45,0.1,24,31,1476655.6830459947,37.303030303030305,62.0,24,31,5,4,0,0,4,0,41,9,6,13,16,42
9,50,5,45,0.1,24,31,1476655.6709655172,37.945945945945944,63.4054054054054,24,31,5,4,0,0,4,0,41,9,6,13,16,42
10,50,6,44,0.12,24,31,1476655.6521417422,37.87179487179487,61.794871794871796,24,31,6,5,0,0,5,0,39,9,6,13,16,42
11,50,9,41,0.18,24,31,1476655.624078684,38.18181818181818,60.86363636363637,24,31,9,8,0,0,8,0,33,9,6,13,16,42
12,50,4,46,0.08,24,31,1476655.5837287589,37.53333333333333,58.91111111111111,24,31,4,7,0,0,7,0,39,9,6,13,16,42
13,50,8,42,0.16,24,31,1476655.5274376227,37.57142857142857,58.02040816326531,24,31,8,7,0,0,7,0,35,9,6,13,16,42
14,50,7,43,0.14,26,28,1337230.3462271276,36.265306122448976,54.97959183673469,24,31,7,9,0,0,9,0,34,7,0,20,21,44
15,50,3,47,0.06,26,28,1337230.2540816395,35.57142857142857,54.204081632653065,24,31,3,8,0,0,8,0,39,7,0,20,21,44
16,50,5,45,0.1,26,28,1337230.133799775,35.244897959183675,52.63265306122449,24,31,5,10,0,0,10,0,35,7,0,20,21,44
17,50,5,45,0.1,26,28,1337229.9793799396,34.64,52.74,24,31,5,14,1,0,15,0,30,7,0,20,21,44
18,50,5,45,0.1,26,28,1337229.7840219887,33.76,51.18,24,31,5,9,0,0,9,0,36,7,0,20,21,44
19,50,4,46,0.08,26,28,1337229.5400773198,33.58,52.82,24,31,4,14,0,0,14,0,32,7,0,20,21,44
20,50,9,41,0.18,26,28,1337229.2389989628,32.84,51.94,24,31,9,16,0,0,16,0,25,7,0,20,21,44
21,50,5,45,0.1,26,28,1337228.8712916712,32.66,50.78,24,31,5,25,0,0,25,0,20,7,0,20,21,44
22,50,5,45,0.1,25,28,1319477.4122127162,32.2,48.96,24,31,5,22,2,0,24,0,21,10,0,17,18,41
23,50,6,44,0.12,25,28,1319476.8861325965,31.32,47.52,24,31,6,29,0,0,29,0,15,10,0,17,18,41
24,50,8,42,0.16,25,28,1319476.26015676,30.78,46.38,24,31,8,20,0,0,20,0,22,10,0,17,18,41
25,50,4,46,0.08,25,28,1319475.5206893494,30.64,46.32,24,31,4,26,0,0,26,0,20,10,0,17,18,41
26,50,11,39,0.22,25,28,1319474.6529533283,29.94,46.24,23,32,10,16,1,0,17,0,22,10,0,17,18,41
27,50,4,46,0.08,25,28,1319473.6409412664,29.34,45.74,23,32,4,26,2,0,28,0,18,10,0,17,18,41
28,50,1,49,0.02,25,28,1319472.4673661233,29.22,46.22,23,32,1,30,0,0,30,0,19,10,0,17,18,41
29,50,2,48,0.04,25,28,1319471.1136120325,29.14,46.52,23,32,2,27,1,0,28,0,20,10,0,17,18,41
30,50,2,48,0.04,25,28,1319469.559685086,29.08,46.78,23,32,2,23,0,0,23,0,25,10,0,17,18,41
31,50,2,48,0.04,25,28,1319467.784164118,29.0,46.32,23,32,2,26,2,0,28,0,20,10,0,17,18,41
32,50,3,47,0.06,25,28,1319465.76415149,28.7,45.92,23,32,3,26,0,0,26,0,21,10,0,17,18,41
33,50,1,49,0.02,25,28,1319463.4752238744,28.66,46.16,23,32,1,24,0,0,24,0,25,10,0,17,18,41
34,50,3,47,0.06,25,28,1319460.8913830384,28.5,46.54,23,32,3,25,0,0,25,0,22,10,0,17,18,41
35,50,2,48,0.04,25,28,1319457.9850066293,28.42,46.22,23,32,2,26,2,0,28,0,20,10,0,17,18,41
36,50,3,47,0.06,18,19,903456.7826313308,28.04,45.98,18,19,3,24,0,0,24,0,23,10,0,9,9,41
37,50,1,49,0.02,18,19,903454.2952432875,27.92,45.7,18,19,1,24,0,0,24,0,25,10,0,9,9,41
38,50,2,48,0.04,18,19,903451.5239111297,27.86,45.36,18,19,2,23,0,0,23,0,25,10,0,9,9,41
39,50,6,44,0.12,18,19,903448.4449903591,27.56,44.98,18,19,6,25,0,0,25,0,19,10,0,9,9,41
40,50,2,48,0.04,18,19,903445.0335588511,27.48,44.42,18,19,2,21,1,0,22,0,26,10,0,9,9,41
41,50,1,49,0.02,18,19,903441.2633832324,27.44,44.32,18,19,1,21,0,0,21,0,28,10,0,9,9,41
42,50,3,47,0.06,18,19,903437.1068852593,27.26,44.74,18,19,3,20,2,0,22,0,25,10,0,9,9,41
43,50,4,46,0.08,18,19,903432.5351081968,26.84,43.22,18,19,4,20,0,0,20,0,26,10,0,9,9,41
44,50,5,45,0.1,18,19,903427.5176831959,26.62,43.18,18,19,5,24,1,0,25,0,20,10,0,9,9,41
45,50,4,46,0.08,18,19,903422.0227956725,26.46,43.64,18,19,4,24,0,0,24,0,22,10,0,9,9,41
46,50,1,49,0.02,18,19,903416.0171516847,26.44,43.62,18,19,1,19,0,0,19,0,30,10,0,9,9,41
47,50,1,49,0.02,18,19,903409.4659443124,26.38,43.56,18,19,1,23,0,1,24,0,25,10,0,9,9,41
48,50,0,50,0.0,18,19,903402.3328200342,26.38,43.56,18,19,0,27,0,0,27,0,23,10,0,9,9,41
49,50,3,47,0.06,18,19,903394.579845107,26.14,43.1,18,19,3,25,0,0,25,0,22,10,0,9,9,41
50,50,5,45,0.1,18,19,903386.1674719431,25.98,41.88,18,19,5,23,0,0,23,0,22,10,0,9,9,41
