generation,fitness
1,1476655.6981078647
2,1476655.6980936148
3,1476655.6979966254
4,1476655.6976376264
5,1476655.6966718687
6,1476655.694533963
7,1476655.690382721
8,1476655.6830459947
9,1476655.6709655172
10,1476655.6521417422
11,1476655.624078684
12,1476655.5837287589
13,1476655.5274376227
14,1337230.3462271276
15,1337230.2540816395
16,1337230.133799775
17,1337229.9793799396
18,1337229.7840219887
19,1337229.5400773198
20,1337229.2389989628
21,1337228.8712916712
22,1319477.4122127162
23,1319476.8861325965
24,1319476.26015676
25,1319475.5206893494
26,1319474.6529533283
27,1319473.6409412664
28,1319472.4673661233
29,1319471.1136120325
30,1319469.559685086
31,1319467.784164118
32,1319465.76415149
33,1319463.4752238744
34,1319460.8913830384
35,1319457.9850066293
36,903456.7826313308
37,903454.2952432875
38,903451.5239111297
39,903448.4449903591
40,903445.0335588511
41,903441.2633832324
42,903437.1068852593
43,903432.5351081968
44,903427.5176831959
45,903422.0227956725
46,903416.0171516847
47,903409.4659443124
48,903402.3328200342
49,903394.579845107
50,903386.1674719431
51,903377.0545054887
52,903367.1980696026
53,903356.5535734341
54,903345.0746778015
55,903332.7132615697
56,903319.4193880295
57,903305.1412712744
58,903289.8252425808
59,903273.4157167844
60,903255.8551586593
61,903237.0840492962
62,903217.0408524806
63,903195.6619810711
64,903172.8817633775
65,903148.6324095391
66,903122.8439779029
67,903095.4443414023
68,903066.3591539343
69,903035.511816739
70,903002.8234447769
71,902968.212833108
72,902931.5964232688
73,902892.8882696519
74,902852.0000058833
75,902808.8408112014
76,902763.3173768341
77,902715.3338723786
78,902664.7919121782
79,902611.5905217017
80,902555.6261039206
81,902496.7924056883
82,902434.9804841179
83,902370.0786729598
84,902301.9725489813
85,902230.5448983444
86,902155.6756829828
87,902077.2420069817
88,901995.118082956
89,901909.1751984268
90,901819.2816822022
91,901725.3028707535
92,901627.1010745942
93,901524.5355446583
94,901417.4624386786
95,901305.7347875648
96,901189.2024617817
97,901067.7121377272
98,900941.1072641114
99,900809.2280283342
100,900671.9113228632
101,900528.9907116129
102,900380.2963963221
103,900225.6551829326
104,900064.8904479676
105,899897.8221049091
106,899724.2665705774
107,899544.0367315082
108,899356.9419103314
109,899162.7878321494
110,898961.3765909151
111,898752.5066158103
112,898535.972637624
113,898311.5656551303
114,898079.0729014672
115,897838.2778105143
116,897588.9599832714
117,897330.8951542367
118,897063.8551577848
119,896787.6078945454
120,896501.9172977809
121,896206.5432997653
122,895901.2417981621
123,895585.7646224028
124,895259.8595000647
125,894923.2700232496
126,894575.7356149614
127,894216.9914954853
128,893846.7686487656
129,893464.7937887836
130,893070.7893259359
131,892664.4733334137
132,892245.5595135796
133,891813.7571643465
134,891368.7711455564
135,890910.3018453568
136,890438.0451465818
137,889951.6923931277
138,889450.9303563329
139,888935.4412013548
140,888404.9024535497
141,887858.9869648498
142,887297.3628801411
143,886719.6936036438
144,886125.6377652878
145,885514.849187093
146,884886.9768495463
147,884241.6648579802
148,883578.5524089523
149,882897.2737566209
150,882197.4581791261
151,881478.7299449655
152,880740.7082793746
153,879983.0073307039
154,879205.236136797
155,878406.9985913695
156,877587.893410387
157,876747.5140984429
158,875885.4489151376
159,875001.2808414554
160,874094.587546145
161,873164.9413520945
162,872211.9092027122
163,871235.0526283048
164,870233.9277124536
165,869208.0850583949
166,868157.0697553973
167,867080.4213451397
168,865977.6737880907
169,864848.355429885
170,863691.9889677033
171,862508.0914166501
172,769997.1547278012
173,768889.2643216451
174,767755.4596643934
175,766595.2887784401
176,765408.2944610913
177,764194.0142545357
178,762951.9804158161
179,761681.7198867996
180,760382.7542641484
181,759054.5997692905
182,757696.7672183915
183,756308.761992323
184,754890.0840066359
185,753440.2276815298
186,751958.6819118242
187,706632.9585606944
188,705177.3367732156
189,703690.4126341253
190,702171.683980906
191,700620.64330896
192,699036.777743346
193,654794.4016229302
194,653244.8904790776
195,651205.0942930068
196,649591.6568390077
197,605836.6528435139
198,560811.5233498524
199,474370.04594440147
200,472780.50767396006
