generation,population_size,accepted_trials,rolled_back_trials,acceptance_rate,best_conflict_pairs,best_conflict_points,best_fitness,mean_conflict_pairs,mean_conflict_points,best_conflict_lexicographic_pairs,best_conflict_lexicographic_points,adm_learning_samples,rollback_due_to_pair_increase,rollback_due_to_point_increase,rollback_due_to_fitness_worse,new_pair_trials_rejected,rejected_lower_risk_equal_conflicts,rollback_due_to_infeasible_route,exact_survivors,moved_same_pair,new_conflict_pairs,new_conflict_points,resolved_original_conflicts
1,50,0,0,,32,39,1872025.4722899175,35.0,46.5,32,39,2,0,0,0,0,0,0,6,5,24,28,47
2,50,8,42,0.16,25,36,1710682.063644787,38.666666666666664,62.77777777777778,25,36,8,0,0,0,0,0,42,10,3,15,23,43
3,50,5,45,0.1,15,21,1009947.222878169,34.0,51.357142857142854,15,21,5,0,0,0,0,0,45,5,2,10,14,48
4,50,8,42,0.16,15,21,1009947.2226336238,33.857142857142854,52.76190476190476,15,21,8,1,0,0,1,0,41,5,2,10,14,48
5,50,12,38,0.24,15,21,1009947.2219757625,34.785714285714285,54.75,15,21,10,0,0,0,0,0,38,5,2,10,14,48
6,50,6,44,0.12,15,21,1009947.2205194504,32.84375,51.34375,15,21,6,1,0,0,1,0,43,5,2,10,14,48
7,50,8,42,0.16,15,21,1009947.2176916809,33.2,49.857142857142854,15,21,8,5,2,0,7,0,35,5,2,10,14,48
8,50,7,43,0.14,15,21,1009947.2126940029,31.833333333333332,47.861111111111114,15,21,7,7,3,0,10,0,33,5,2,10,14,48
9,50,14,36,0.28,15,15,719688.1766499296,31.375,48.225,15,15,10,6,0,0,6,0,30,6,0,9,9,47
10,50,2,48,0.04,15,15,719688.1675403318,30.575,46.775,15,15,2,10,0,0,10,0,38,6,0,9,9,47
11,50,2,48,0.04,15,15,719688.153959466,29.3,42.625,15,15,2,10,1,0,11,0,37,6,0,9,9,47
12,50,7,43,0.14,15,15,719688.1344324806,28.738095238095237,41.714285714285715,15,15,7,9,0,0,9,0,34,6,0,9,9,47
13,50,8,42,0.16,15,15,719688.1071908886,28.844444444444445,40.77777777777778,15,15,8,6,0,0,6,0,36,6,0,9,9,47
14,50,6,44,0.12,15,15,719688.0701458739,28.130434782608695,40.54347826086956,15,15,6,8,0,0,8,0,36,6,0,9,9,47
15,50,4,46,0.08,15,15,719688.0208615965,27.195652173913043,39.04347826086956,15,15,4,13,0,0,13,0,33,6,0,9,9,47
16,50,6,44,0.12,15,15,719687.9565284975,27.06382978723404,40.361702127659576,15,15,6,10,1,0,11,0,33,6,0,9,9,47
17,50,8,42,0.16,15,15,719687.8739366072,27.020408163265305,42.142857142857146,15,15,8,15,1,0,16,0,26,6,0,9,9,47
18,50,7,43,0.14,15,15,719687.769448849,26.46938775510204,41.204081632653065,15,15,7,11,1,0,12,0,31,6,0,9,9,47
19,50,10,40,0.2,15,15,719687.6389743459,24.73469387755102,38.04081632653061,15,15,10,13,0,0,13,0,27,6,0,9,9,47
20,50,6,44,0.12,15,15,719687.4779417263,24.52,38.2,15,15,6,12,0,0,12,0,32,6,0,9,9,47
21,50,2,48,0.04,15,15,719687.2812724307,23.82,37.74,15,15,2,17,1,0,18,0,30,6,0,9,9,47
22,50,4,46,0.08,15,15,719687.0433540157,23.6,37.9,15,15,4,20,0,0,20,0,26,6,0,9,9,47
23,50,3,47,0.06,15,15,719686.758013462,23.36,37.28,15,15,3,23,2,0,25,0,22,6,0,9,9,47
24,50,3,47,0.06,15,15,719686.4184904783,23.16,37.44,15,15,3,20,0,0,20,0,27,6,0,9,9,47
25,50,4,46,0.08,15,15,719686.0174108088,22.9,36.42,15,15,4,19,0,0,19,0,27,6,0,9,9,47
26,50,3,47,0.06,15,15,719685.5467595381,22.64,35.94,15,15,3,17,2,0,19,0,28,6,0,9,9,47
27,50,0,50,0.0,15,15,719684.9978543972,22.64,35.94,15,15,0,14,0,0,14,0,36,6,0,9,9,47
28,50,3,47,0.06,15,15,719684.3613190695,22.52,35.42,15,15,3,17,0,0,17,0,30,6,0,9,9,47
29,50,4,46,0.08,15,15,719683.627056497,21.98,34.92,15,15,4,13,0,0,13,0,33,6,0,9,9,47
30,50,0,50,0.0,15,15,719682.7842221853,21.98,34.92,15,15,0,17,0,0,17,0,33,6,0,9,9,47
31,50,3,47,0.06,15,15,719681.8211975102,21.76,34.2,15,15,3,13,0,0,13,0,34,6,0,9,9,47
32,50,1,49,0.02,15,15,719680.7255630232,21.64,33.98,15,15,1,15,0,0,15,0,34,6,0,9,9,47
33,50,2,48,0.04,15,15,719679.4840717576,21.54,34.04,15,15,2,17,0,0,17,0,31,6,0,9,9,47
34,50,2,48,0.04,15,15,719678.0826225341,21.48,33.72,15,15,2,15,1,0,16,0,32,6,0,9,9,47
35,50,1,49,0.02,15,15,719676.5062332673,21.4,33.54,15,15,1,15,0,0,15,0,34,6,0,9,9,47
36,50,3,47,0.06,15,15,719674.7390142698,21.22,32.04,15,15,3,11,0,0,11,0,36,6,0,9,9,47
37,50,0,50,0.0,15,15,719672.7641415606,21.22,32.04,15,15,0,18,0,0,18,0,32,6,0,9,9,47
38,50,2,48,0.04,15,15,719670.5638301694,21.06,32.5,15,15,2,15,0,0,15,0,33,6,0,9,9,47
39,50,0,50,0.0,15,15,719668.1193074422,21.06,32.5,15,15,0,13,1,0,14,0,36,6,0,9,9,47
40,50,1,49,0.02,15,15,719665.4107863483,21.04,32.54,15,15,1,14,2,0,16,0,33,6,0,9,9,47
41,50,4,46,0.08,15,15,719662.4174387853,20.76,32.36,15,15,4,15,0,0,15,0,31,6,0,9,9,47
42,50,1,49,0.02,15,15,719659.1173688849,20.68,32.22,15,15,1,15,0,0,15,0,34,6,0,9,9,47
43,50,0,50,0.0,15,15,719655.4875863196,20.68,32.22,15,15,0,15,0,0,15,0,35,6,0,9,9,47
44,50,3,47,0.06,15,15,719651.5039796078,20.34,32.26,13,18,3,14,0,0,14,0,33,6,0,9,9,47
45,50,1,49,0.02,15,15,719647.1412894202,20.32,32.38,13,18,1,14,1,0,15,0,34,6,0,9,9,47
46,50,1,49,0.02,15,15,719642.3730818846,20.3,32.4,13,18,1,16,1,0,17,0,32,6,0,9,9,47
47,50,0,50,0.0,15,15,719637.1717218934,20.3,32.4,13,18,0,17,0,0,17,0,33,6,0,9,9,47
48,50,1,49,0.02,15,15,719631.5083464079,20.2,32.14,13,18,1,24,0,0,24,0,25,6,0,9,9,47
49,50,0,50,0.0,15,15,719625.3528377655,20.2,32.14,13,18,0,17,0,0,17,0,33,6,0,9,9,47
50,50,0,50,0.0,15,15,719618.6737969841,20.2,32.14,13,18,0,10,1,0,11,0,39,6,0,9,9,47
51,50,1,49,0.02,15,15,719611.4385170696,20.16,32.1,13,18,1,23,0,0,23,0,26,6,0,9,9,47
52,50,2,48,0.04,15,15,719603.6129563203,20.06,31.86,13,18,2,17,0,0,17,0,31,6,0,9,9,47
53,50,0,50,0.0,15,15,719595.1617116334,20.06,31.86,13,18,0,14,0,1,15,0,35,6,0,9,9,47
54,50,0,50,0.0,15,15,719586.0479918114,20.06,31.86,13,18,0,23,0,0,23,0,27,6,0,9,9,47
55,50,1,49,0.02,15,15,719576.2335908669,19.98,31.82,13,18,1,15,0,0,15,0,34,6,0,9,9,47
56,50,1,49,0.02,15,15,719565.6788613291,19.94,31.78,13,18,1,23,0,0,23,0,26,6,0,9,9,47
57,50,1,49,0.02,15,15,719554.3426875494,19.9,31.8,13,18,1,12,0,0,12,0,37,6,0,9,9,47
58,50,0,50,0.0,15,15,719542.1824590078,19.9,31.8,13,18,0,18,1,0,19,0,31,6,0,9,9,47
59,50,0,50,0.0,15,15,719529.1540436179,19.9,31.8,13,18,0,21,0,0,21,0,29,6,0,9,9,47
60,50,0,50,0.0,15,15,719515.2117610333,19.9,31.8,13,18,0,15,0,0,15,0,35,6,0,9,9,47
61,50,0,50,0.0,15,15,719500.3083559533,19.9,31.8,13,18,0,12,0,0,12,0,38,6,0,9,9,47
