traffic_seed,environment_seed,building_map_hash,population_map_hash,risk_map_hash,environment_hash,error,generation_failures,astar_failures,runtime_sec,det_Nc,unc_Nc,conflict_edges,CI_top10_point_coverage,CI_top10_pair_coverage,continuous_conflict_ratio,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,degree_gini,max_degree,top10_degree_point_coverage,top10_conflict_point_share,top1_degree_mean,top1_conflict_point_involvement,top3_degree_mean,top3_conflict_point_involvement,top5_degree_mean,top5_conflict_point_involvement,top10_degree_mean,top10_conflict_point_involvement,degree_cv,degree_max_to_mean,calibration_score,hub_rank_score,candidate_tag
494,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.290654500000528,129,183,90,0.6557377049180327,0.4333333333333333,0.6065573770491803,0.5758397816467659,3.0,10,0.4564444444444444,7,0.6612021857923497,0.6229508196721312,7.0,38.0,6.333333333333333,100.0,5.8,146.0,5.0,196.0,0.8498365855987975,3.888888888888889,2.50509151797413,0.6557377049180327,
3,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4906262000004062,85,119,80,0.5882352941176471,0.4625,0.4033613445378151,0.5861909595344431,3.0,8,0.43875,5,0.5714285714285714,0.5630252100840336,5.0,32.0,5.0,68.0,5.0,80.0,4.3,105.0,0.814900300650331,3.125,1.0990543300347984,0.5882352941176471,
309,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.447235999999975,79,153,78,0.5816993464052288,0.3461538461538461,0.6013071895424836,0.5832245056354188,3.0,8,0.4812820512820512,5,0.6143790849673203,0.6013071895424836,5.0,32.0,4.333333333333333,85.0,4.2,125.0,4.1,161.0,0.8663100464885207,3.205128205128205,1.3444902843223152,0.5816993464052288,
392,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3044055999998818,93,140,87,0.5785714285714286,0.4827586206896552,0.5214285714285715,0.5928302818165501,3.0,9,0.4510344827586208,7,0.6571428571428571,0.6142857142857143,7.0,29.0,6.0,64.0,5.6,85.0,4.8,125.0,0.84707262886863,4.022988505747127,1.4785104556987458,0.5785714285714286,
98,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3189990999962902,80,141,72,0.574468085106383,0.4583333333333333,0.6312056737588653,0.5896771771771772,3.0,8,0.4927777777777777,5,0.6099290780141844,0.5602836879432624,5.0,22.0,4.666666666666667,62.0,4.4,89.0,4.0,134.0,0.901815726708218,3.4722222222222223,1.2486395910288937,0.574468085106383,
158,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3596031999986735,96,138,78,0.572463768115942,0.3974358974358974,0.572463768115942,0.5875377746485169,3.0,9,0.4774358974358974,5,0.5579710144927537,0.572463768115942,5.0,26.0,4.666666666666667,64.0,4.4,87.0,4.0,126.0,0.8615537239185356,3.205128205128205,1.5220910964823924,0.572463768115942,
174,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4618052000005264,92,151,75,0.5695364238410596,0.2933333333333333,0.5894039735099338,0.5584854047078717,3.0,8,0.4270666666666667,5,0.4701986754966887,0.6423841059602649,5.0,32.0,4.333333333333333,91.0,4.0,132.0,3.5,165.0,0.7745966692414834,3.333333333333333,1.5842804322420856,0.5695364238410596,
232,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2176801999958116,70,155,87,0.567741935483871,0.3793103448275862,0.5419354838709678,0.5787265821922475,3.0,8,0.4285057471264368,7,0.5935483870967742,0.567741935483871,7.0,48.0,6.333333333333333,101.0,5.8,120.0,5.0,152.0,0.839237900518244,4.022988505747127,1.2126548133374973,0.567741935483871,
471,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3745514999973238,111,154,89,0.564935064935065,0.3932584269662921,0.5064935064935064,0.6021487027294392,3.0,10,0.4615730337078652,5,0.5974025974025974,0.564935064935065,5.0,48.0,5.0,104.0,5.0,121.0,4.5,152.0,0.8278848098781413,2.808988764044944,1.9794210360734383,0.564935064935065,
393,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3196762000006856,117,193,101,0.5647668393782384,0.3861386138613861,0.5958549222797928,0.5977468125724416,3.0,9,0.4076237623762375,7,0.5077720207253886,0.5440414507772021,7.0,23.0,6.333333333333333,62.0,6.0,98.0,5.3,173.0,0.760445027299898,3.4653465346534653,2.494899642490432,0.5647668393782384,
