traffic_seed,environment_seed,building_map_hash,population_map_hash,risk_map_hash,environment_hash,error,generation_failures,astar_failures,runtime_sec,det_Nc,unc_Nc,conflict_edges,CI_top10_point_coverage,CI_top10_pair_coverage,continuous_conflict_ratio,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,degree_gini,max_degree,top10_degree_point_coverage,top10_conflict_point_share,top1_degree_mean,top1_conflict_point_involvement,top3_degree_mean,top3_conflict_point_involvement,top5_degree_mean,top5_conflict_point_involvement,top10_degree_mean,top10_conflict_point_involvement,degree_cv,degree_max_to_mean,calibration_score,hub_rank_score,candidate_tag
0,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4180130000022473,89,124,84,0.24193548387096775,0.30952380952380953,0.3870967741935484,0.5831340725806452,3.0,8,0.4029761904761904,5,0.2903225806451613,0.4838709677419355,5.0,29.0,4.333333333333333,64.0,4.2,76.0,3.7,103.0,0.723551019001083,2.9761904761904763,1.6567273121304282,0.24193548387096775,
1,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3100712999948882,122,174,75,0.21839080459770116,0.32,0.6264367816091954,0.5389715245072387,3.0,8,0.3993333333333333,5,0.25862068965517243,0.6264367816091954,5.0,32.0,4.333333333333333,89.0,4.0,137.0,3.5,207.0,0.7333333333333334,3.3333333333333335,2.8241126607505076,0.21839080459770116,
2,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.363352300002589,80,111,72,0.32432432432432434,0.4305555555555556,0.4774774774774775,0.5694017781351919,3.0,12,0.4731944444444445,5,0.38738738738738737,0.5765765765765766,5.0,26.0,4.666666666666667,58.0,4.4,72.0,4.0,95.0,0.8746692496574328,3.4722222222222223,1.2504374558449642,0.32432432432432434,
3,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4906262000004062,85,119,80,0.5882352941176471,0.4625,0.40336134453781514,0.5861909595344431,3.0,8,0.43875,5,0.5714285714285714,0.5630252100840336,5.0,32.0,5.0,68.0,5.0,80.0,4.3,105.0,0.814900300650331,3.125,1.0990543300347984,0.5882352941176471,
4,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4030069000000367,143,188,68,0.425531914893617,0.3235294117647059,0.7074468085106383,0.5983802279662539,3.0,9,0.44808823529411757,5,0.44680851063829785,0.675531914893617,5.0,42.0,4.333333333333333,109.0,3.8,154.0,3.4,237.0,0.8222153381467271,3.676470588235294,3.1070704125122717,0.425531914893617,
5,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3834071000019321,63,133,66,0.2631578947368421,0.3787878787878788,0.5864661654135338,0.5861890106421356,3.0,9,0.49242424242424243,5,0.3383458646616541,0.6015037593984962,5.0,23.0,5.0,63.0,4.6,92.0,3.8,139.0,0.92709445701687,3.7878787878787876,1.2325528070621694,0.2631578947368421,
6,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4758610999997472,104,147,83,0.42857142857142855,0.30120481927710846,0.54421768707483,0.5679592049979102,3.0,9,0.3955421686746987,7,0.4897959183673469,0.564625850340136,7.0,30.0,5.0,77.0,4.6,103.0,4.2,137.0,0.7534697404219068,4.216867469879518,1.9447610355021365,0.42857142857142855,
7,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.419181799996295,95,149,88,0.30201342281879195,0.36363636363636365,0.5570469798657718,0.5707831821012365,3.0,8,0.4282954545454545,6,0.3422818791946309,0.4899328859060403,6.0,19.0,5.333333333333333,52.0,5.0,75.0,4.5,114.0,0.7795487675519316,3.409090909090909,1.9529545093716012,0.30201342281879195,
8,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3672412000014447,139,185,93,0.5243243243243243,0.45161290322580644,0.5945945945945946,0.6128580399141434,3.0,8,0.4541935483870967,8,0.5351351351351351,0.6486486486486487,8.0,52.0,6.333333333333333,121.0,5.8,151.0,5.1,195.0,0.8467357902197864,4.301075268817204,2.877813652234971,0.5243243243243243,
9,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2339925999986008,86,120,70,0.325,0.32857142857142857,0.525,0.5520864528810265,3.0,8,0.4710000000000001,5,0.4083333333333333,0.5166666666666667,5.0,27.0,4.333333333333333,65.0,4.0,80.0,3.5,111.0,0.8571428571428573,3.5714285714285716,1.4555882448291513,0.325,
10,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.293885399994906,125,185,83,0.2810810810810811,0.3855421686746988,0.6648648648648648,0.5796493119737112,3.0,11,0.4265060240963856,5,0.3027027027027027,0.5081081081081081,5.0,28.0,4.666666666666667,75.0,4.4,112.0,4.2,167.0,0.777178478210609,3.0120481927710845,2.916157511333547,0.2810810810810811,
11,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3157257000057143,109,140,82,0.25,0.4024390243902439,0.5071428571428571,0.5609507346095329,3.0,8,0.45048780487804874,8,0.32142857142857145,0.5571428571428572,8.0,25.0,7.0,64.0,5.8,90.0,4.4,129.0,0.8815985157037962,4.878048780487805,2.1890053067596345,0.25,
12,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4099605000010342,85,126,75,0.5396825396825397,0.5066666666666667,0.5238095238095238,0.5764893231994209,3.0,10,0.5044,7,0.5396825396825397,0.6111111111111112,7.0,25.0,6.0,57.0,5.6,75.0,4.6,108.0,0.9637888196533974,4.666666666666667,1.2315989859269376,0.5396825396825397,
13,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4112118000048213,87,134,77,0.17164179104477612,0.2987012987012987,0.5074626865671642,0.5734366602260866,3.0,8,0.37129870129870124,5,0.27611940298507465,0.5223880597014925,5.0,31.0,4.666666666666667,69.0,4.4,94.0,4.0,127.0,0.7196961559738915,3.2467532467532467,1.8095007620166788,0.17164179104477612,
14,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3384556000019074,143,200,84,0.285,0.4166666666666667,0.655,0.5966493160838218,3.0,10,0.45511904761904765,8,0.665,0.65,8.0,59.0,6.0,166.0,5.6,198.0,4.8,245.0,0.8661890363610119,4.761904761904762,3.4055458007271855,0.285,
15,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3295749000026262,113,161,78,0.18012422360248448,0.24358974358974358,0.6149068322981367,0.592153159573746,3.0,8,0.4015384615384616,7,0.40372670807453415,0.5714285714285714,7.0,28.0,5.333333333333333,75.0,4.8,108.0,4.0,162.0,0.7762500258061847,4.487179487179487,2.5678686490869875,0.18012422360248448,
16,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.306768499998725,121,235,98,0.3446808510638298,0.32653061224489793,0.6808510638297872,0.5772705560083311,3.0,11,0.423061224489796,7,0.4808510638297872,0.6085106382978723,7.0,43.0,5.666666666666667,101.0,5.4,152.0,4.8,248.0,0.7667333630273143,3.5714285714285716,3.2770577091009,0.3446808510638298,
17,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.256397900004231,57,102,70,0.37254901960784315,0.4142857142857143,0.45098039215686275,0.5954501212409635,3.0,7,0.4774285714285713,7,0.4019607843137255,0.5294117647058824,7.0,16.0,6.0,40.0,5.0,55.0,4.0,80.0,0.9313146293146641,5.0,0.6637199500970569,0.37254901960784315,
18,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.397245499996643,61,84,65,0.35714285714285715,0.3384615384615385,0.34523809523809523,0.5652239527148507,3.0,7,0.4226153846153846,4,0.47619047619047616,0.4642857142857143,4.0,7.0,4.0,19.0,3.6,29.0,3.3,49.0,0.7806839665455553,3.0769230769230766,0.8408248206439219,0.35714285714285715,
19,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4010414000003948,61,110,80,0.3,0.3625,0.42727272727272725,0.5596185391519654,3.0,8,0.394625,4,0.4,0.41818181818181815,4.0,10.0,4.0,26.0,4.0,39.0,3.6,64.0,0.7126096406869612,2.5,0.911887091706193,0.3,
20,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4432386999978917,103,163,68,0.39263803680981596,0.29411764705882354,0.7116564417177914,0.5679547689282203,3.0,8,0.44323529411764695,5,0.5521472392638037,0.5705521472392638,5.0,37.0,4.333333333333333,90.0,3.8,119.0,3.4,159.0,0.8156132131683557,3.676470588235294,2.1355279620292156,0.39263803680981596,
21,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.389534800000547,157,231,106,0.22510822510822512,0.33962264150943394,0.6493506493506493,0.594346692240393,3.0,9,0.39594339622641517,6,0.46320346320346323,0.5887445887445888,6.0,48.0,6.0,129.0,5.8,183.0,5.3,245.0,0.728556021747465,2.830188679245283,4.063765169970188,0.22510822510822512,
22,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2843434999958845,178,220,95,0.33181818181818185,0.3894736842105263,0.6590909090909091,0.6003608137525528,3.0,9,0.4562105263157894,6,0.4318181818181818,0.6363636363636364,6.0,48.0,5.333333333333333,124.0,5.2,177.0,4.9,240.0,0.8204451193747314,3.1578947368421053,4.21388611550545,0.33181818181818185,
23,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3485528999954113,80,118,66,0.2457627118644068,0.3787878787878788,0.559322033898305,0.5766370569613247,3.0,9,0.4448484848484848,6,0.3898305084745763,0.5677966101694916,6.0,17.0,4.666666666666667,51.0,4.2,78.0,3.6,108.0,0.8562952212693813,4.545454545454545,1.420300819793598,0.2457627118644068,
24,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3078796000045259,118,155,86,0.27741935483870966,0.37209302325581395,0.567741935483871,0.5916639808909917,3.0,9,0.4741860465116279,6,0.5419354838709678,0.5935483870967742,6.0,29.0,6.0,84.0,5.6,106.0,4.8,146.0,0.8781957017906608,3.488372093023256,2.4793573743188166,0.27741935483870966,
25,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3856394000031287,111,139,75,0.2446043165467626,0.37333333333333335,0.5611510791366906,0.5779244347481158,3.0,10,0.38040000000000007,4,0.4676258992805755,0.5899280575539568,4.0,31.0,3.6666666666666665,81.0,3.4,108.0,3.2,136.0,0.6896053621859067,2.6666666666666665,2.223141894067826,0.2446043165467626,
26,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2940536000023712,109,167,88,0.41916167664670656,0.3977272727272727,0.5748502994011976,0.599621140088744,3.0,9,0.4602272727272727,7,0.47305389221556887,0.5508982035928144,7.0,30.0,6.0,76.0,5.2,110.0,4.6,159.0,0.8508321157879493,3.977272727272727,2.2569880961372633,0.41916167664670656,
27,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3966910999952233,89,155,93,0.4129032258064516,0.43010752688172044,0.5483870967741935,0.6001022563825963,3.0,12,0.45580645161290323,7,0.45806451612903226,0.5032258064516129,7.0,17.0,6.333333333333333,47.0,5.8,69.0,5.1,112.0,0.8501426430813745,3.7634408602150535,1.7637012106407417,0.4129032258064516,
28,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3619023999999627,102,145,78,0.2896551724137931,0.38461538461538464,0.6,0.5800105044377036,3.0,7,0.4083333333333332,5,0.4068965517241379,0.4896551724137931,5.0,25.0,4.666666666666667,62.0,4.4,83.0,3.8,120.0,0.754778770745386,3.205128205128205,2.0591614611200226,0.2896551724137931,
29,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3706257000012556,117,166,91,0.5240963855421686,0.43956043956043955,0.5903614457831325,0.5971323924731182,3.0,10,0.4956043956043956,8,0.5240963855421686,0.5903614457831325,8.0,34.0,7.0,86.0,6.4,112.0,5.6,154.0,0.9401225745928169,4.395604395604395,2.267126486284191,0.5240963855421686,
30,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3222159999932046,106,158,95,0.22784810126582278,0.3368421052631579,0.5126582278481012,0.583886451269778,3.0,8,0.37368421052631584,6,0.2721518987341772,0.4810126582278481,6.0,31.0,5.333333333333333,69.0,5.0,86.0,4.3,125.0,0.6842105263157894,3.1578947368421053,2.345516417550869,0.22784810126582278,
31,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3932991000037873,99,124,81,0.3225806451612903,0.38271604938271603,0.4435483870967742,0.5876529134998191,3.0,9,0.40395061728395065,5,0.3548387096774194,0.4435483870967742,5.0,21.0,4.666666666666667,48.0,4.4,62.0,3.9,91.0,0.7396081876913656,3.0864197530864197,1.7451170619626613,0.3225806451612903,
32,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.4255752000026405,98,146,73,0.4589041095890411,0.3698630136986301,0.6027397260273972,0.6012816843826656,3.0,10,0.47794520547945196,5,0.5205479452054794,0.6164383561643836,5.0,37.0,4.333333333333333,95.0,4.2,123.0,3.9,155.0,0.8686487047938458,3.4246575342465753,1.7835227989727276,0.4589041095890411,
33,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2890341000020271,74,97,72,0.36082474226804123,0.375,0.36082474226804123,0.5803623312939666,3.0,9,0.4412499999999999,5,0.3917525773195876,0.44329896907216493,5.0,11.0,4.666666666666667,27.0,4.4,39.0,3.7,64.0,0.8176770016408349,3.4722222222222223,0.947508466376391,0.36082474226804123,
34,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3354974999965634,98,151,93,0.36423841059602646,0.3655913978494624,0.5364238410596026,0.5902487696961488,3.0,8,0.40645161290322585,6,0.3973509933774834,0.4370860927152318,6.0,15.0,5.666666666666667,40.0,5.4,61.0,4.7,104.0,0.7489152752415418,3.225806451612903,1.9527944830627717,0.36423841059602646,
35,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3616110000002664,116,153,75,0.26143790849673204,0.38666666666666666,0.6078431372549019,0.5666216889065924,3.0,12,0.4667999999999999,4,0.3790849673202614,0.5947712418300654,4.0,36.0,4.0,87.0,4.0,113.0,3.6,157.0,0.8406346808612328,2.6666666666666665,2.440877331319795,0.26143790849673204,
36,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.386330100001942,84,119,76,0.31932773109243695,0.40789473684210525,0.46218487394957986,0.5883603496897913,3.0,9,0.4724999999999999,8,0.5294117647058824,0.4789915966386555,8.0,21.0,6.333333333333333,43.0,5.4,61.0,4.5,95.0,0.9233055154130966,5.2631578947368425,1.4145970928583604,0.31932773109243695,
37,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.3122314000065671,108,177,89,0.2598870056497175,0.4157303370786517,0.5988700564971752,0.6066286466454252,3.0,11,0.4305617977528089,6,0.4406779661016949,0.5819209039548022,6.0,35.0,5.333333333333333,85.0,5.2,115.0,4.6,160.0,0.7888408682457574,3.3707865168539324,2.5392853023796023,0.2598870056497175,
38,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2940792000008514,109,188,98,0.2553191489361702,0.32653061224489793,0.574468085106383,0.5739758955919563,3.0,8,0.4073469387755102,6,0.31382978723404253,0.5106382978723404,6.0,39.0,5.333333333333333,98.0,5.2,129.0,4.6,169.0,0.7355437261608204,3.061224489795918,2.6772358285227296,0.2553191489361702,
39,2025,a4eb9cdd46eb259e1795ed48c756aecaba6cd1a3b2cf8ab5374fa12fc0a484e0,4f306a7f9a118b18d48fd7d9bb27f87a01130535f64d2507476f70f1a01a19bc,0471516851a9f1ef875d4bfd826c70b57813a74ceb42ad230df578e654c6e0c6,46cecb577e1256b624e483d5e505062bee0bb0aa4445a4045552c35fff2a063d,,0,0,1.2586299999966286,94,231,81,0.27705627705627706,0.2962962962962963,0.7662337662337663,0.6047440602776063,3.0,11,0.4530864197530864,6,0.29004329004329005,0.6363636363636364,6.0,45.0,5.333333333333333,123.0,4.8,181.0,4.1,257.0,0.8271604938271605,3.7037037037037033,2.810483860085105,0.27705627705627706,
