flight_id,degree,collective_influence,conflict_point_involvement,is_ci_top10
0,1,0.0,1,False
1,2,9.0,2,False
2,1,0.0,1,False
3,0,0.0,0,False
4,2,0.0,41,False
5,3,38.0,4,False
6,1,0.0,2,False
7,3,20.0,3,False
8,2,2.0,3,False
9,2,2.0,5,False
10,1,0.0,1,False
11,0,0.0,0,False
12,2,15.0,2,False
13,0,0.0,0,False
14,5,64.0,16,True
15,0,0.0,0,False
16,1,0.0,1,False
17,2,16.0,2,False
18,2,20.0,2,False
19,0,0.0,0,False
20,4,48.0,4,True
21,1,0.0,1,False
22,4,33.0,6,False
23,0,0.0,0,False
24,0,0.0,0,False
25,0,0.0,0,False
26,4,33.0,4,False
27,0,0.0,0,False
28,0,0.0,0,False
29,3,8.0,6,False
30,3,14.0,3,False
31,0,0.0,0,False
32,3,30.0,4,False
33,3,14.0,6,False
34,7,102.0,7,True
35,0,0.0,0,False
36,0,0.0,0,False
37,1,0.0,3,False
38,3,44.0,3,True
39,3,48.0,6,True
40,1,0.0,1,False
41,1,0.0,1,False
42,2,21.0,2,False
43,2,6.0,2,False
44,1,0.0,1,False
45,3,2.0,3,False
46,4,39.0,4,True
47,1,0.0,1,False
48,2,2.0,5,False
49,2,4.0,2,False
50,3,4.0,4,False
51,3,10.0,3,False
52,1,0.0,1,False
53,1,0.0,1,False
54,0,0.0,0,False
55,5,76.0,7,True
56,1,0.0,1,False
57,5,76.0,14,True
58,2,6.0,2,False
59,1,0.0,2,False
60,3,24.0,3,False
61,4,39.0,5,False
62,7,156.0,9,True
63,3,20.0,3,False
64,1,0.0,2,False
65,3,44.0,3,True
66,3,14.0,3,False
67,0,0.0,0,False
68,3,28.0,3,False
69,0,0.0,0,False
70,1,0.0,1,False
71,1,0.0,2,False
72,2,0.0,41,False
73,0,0.0,0,False
74,0,0.0,0,False
75,0,0.0,0,False
76,2,0.0,2,False
77,2,11.0,2,False
78,1,0.0,1,False
79,2,1.0,2,False
80,3,14.0,3,False
81,3,4.0,3,False
82,0,0.0,0,False
83,0,0.0,0,False
84,2,8.0,2,False
85,1,0.0,1,False
86,0,0.0,0,False
87,3,22.0,3,False
88,1,0.0,1,False
89,0,0.0,0,False
90,0,0.0,0,False
91,1,0.0,1,False
92,3,0.0,4,False
93,0,0.0,0,False
94,2,0.0,2,False
95,1,0.0,1,False
96,3,18.0,3,False
97,0,0.0,0,False
98,4,27.0,4,False
99,1,0.0,2,False
