run_id,seed,conflict_points_uncertain,conflict_points_deterministic,conflict_pairs,network_edges,mean_conflict_points_per_edge,median_conflict_points_per_edge,max_conflict_points_per_edge,active_conflict_flights,isolated_flights,mean_degree,max_degree,degree_std,degree_gini,largest_connected_component_size,largest_connected_component_ratio,top10_ci_point_coverage,top10_ci_pair_coverage,top10_degree_point_coverage,top1_conflict_point_share,top5_conflict_point_share,top10_conflict_point_share,continuous_conflict_segments,continuous_conflict_points,continuous_conflict_point_ratio,raw_conflict_events,unique_spatial_conflict_points,same_pair_same_cell_multiple_index_count,same_pair_same_cell_multiple_index_groups,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,route_visited_3d_cells
20260912_203917_936_network_reference28_gravity_meter_env2025_traffic2025_856707b5,2025,137,75,85,85,1.611764705882353,1.0,14,78,22,1.7,6,1.4106735979665885,0.44999999999999996,58,0.58,0.35766423357664234,0.4117647058823529,0.3795620437956204,0.13138686131386862,0.29927007299270075,0.46715328467153283,16,66,0.48175182481751827,137,137,0,0,0.5840816953316954,3.0,9,2880
