run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,0,59,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,0,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,1,41,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,2,47,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,3,4,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,3,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,3,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,3,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,6,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,6,76,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,7,19,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,9,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,11,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,12,13,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,12,76,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,16,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,16,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,17,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,18,23,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,18,29,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,19,24,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,19,94,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,22,33,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,22,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,25,65,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,26,34,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,26,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,27,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,27,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,29,61,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,30,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,31,38,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,31,54,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,31,85,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,32,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,32,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,34,63,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,34,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,38,52,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,38,53,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,39,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,41,55,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,48,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,48,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,49,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,51,69,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,51,85,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,51,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,53,67,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,53,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,54,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,54,85,23
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,56,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,62,74,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,65,82,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,65,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,68,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,68,97,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,73,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,78,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,42,91,98,2
