run_id,traffic_seed,rank,flight_id,collective_influence,degree,conflict_point_involvement,conflict_pair_involvement,top10_union_conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,1,59,52.0,5,6,6,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,2,75,30.0,6,8,8,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,3,92,30.0,4,5,5,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,4,50,24.0,4,8,8,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,5,89,24.0,4,6,6,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,6,95,24.0,3,4,4,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,7,21,20.0,3,5,5,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,8,70,20.0,3,8,8,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,9,80,18.0,3,4,4,41
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,10,83,18.0,3,3,3,41
