run_id,traffic_seed,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,0,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,1,3,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,2,11,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,3,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,5,80,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,6,58,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,7,43,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,8,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,9,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,10,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,12,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,13,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,13,77,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,13,96,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,14,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,15,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,15,80,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,16,21,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,16,60,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,18,57,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,19,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,20,30,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,21,63,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,21,92,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,22,84,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,23,31,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,26,52,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,28,89,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,29,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,30,46,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,31,64,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,33,56,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,33,66,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,33,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,34,56,3
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,36,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,37,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,38,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,41,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,41,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,42,72,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,43,54,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,44,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,44,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,48,90,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,48,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,50,70,5
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,50,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,50,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,50,87,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,51,68,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,51,95,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,52,88,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,59,73,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,59,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,59,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,59,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,62,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,62,83,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,62,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,63,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,65,71,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,65,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,66,93,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,68,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,69,78,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,70,75,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,70,87,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,73,98,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,75,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,75,90,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,75,95,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,76,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,79,97,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,80,92,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,83,89,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,84,96,2
