run_id,seed,conflict_points_uncertain,conflict_points_deterministic,conflict_pairs,network_edges,mean_conflict_points_per_edge,median_conflict_points_per_edge,max_conflict_points_per_edge,active_conflict_flights,isolated_flights,mean_degree,max_degree,degree_std,degree_gini,largest_connected_component_size,largest_connected_component_ratio,top10_ci_point_coverage,top10_ci_pair_coverage,top10_degree_point_coverage,top1_conflict_point_share,top5_conflict_point_share,top10_conflict_point_share,continuous_conflict_segments,continuous_conflict_points,continuous_conflict_point_ratio,raw_conflict_events,unique_spatial_conflict_points,same_pair_same_cell_multiple_index_count,same_pair_same_cell_multiple_index_groups,route_density_gini,route_cell_reuse_p90,route_cell_reuse_max,route_visited_3d_cells
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,85,96,65,77,77,1.2467532467532467,1.0,5,83,17,1.54,6,1.1697863052711808,0.40155844155844145,43,0.43,0.4270833333333333,0.36363636363636365,0.4479166666666667,0.08333333333333333,0.2916666666666667,0.4583333333333333,15,33,0.34375,96,96,0,0,0.5828969387755102,3.0,9,2889
