run_id,plan_a,plan_b,conflict_points
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,0,6,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,2,81,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,27,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,40,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,3,59,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,5,7,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,86,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,91,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,6,98,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,9,17,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,21,2
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,11,35,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,42,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,13,99,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,15,79,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,16,73,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,25,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,83,7
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,19,91,4
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,21,67,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,23,63,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,24,67,19
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,49,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,25,50,1
20260912_215351_529_traffic_scan_env2025_seed0-499_48352cd1,26,91,1
